C	Chapter 1
V	01001001
c	a
i	c01001001.1
m	Ps. 102:25; Is. 40:21; [John 1:1-3; Heb. 1:10] b Gen. 2:4; [Ps. 8:3; 89:11; 90:2]; Is. 44:24; Acts 17:24; Rom. 1:20; [Heb. 1:2; 11:3]; Rev. 4:11
V	01001002
c	c
i	c01001002.2
m	Jer. 4:23 d [Gen. 6:3]; Job 26:13; Ps. 33:6; 104:30; Is. 40:13, 14
V	01001003
c	e
i	c01001003.3
m	Ps. 33:6, 9 f 2 Cor. 4:6 g [Heb. 11:3]
V	01001005
c	h
i	c01001005.4
m	Job 37:18; Ps. 19:2; 33:6; 74:16; 104:20; 136:5; Jer. 10:12
V	01001006
c	i
i	c01001006.5
m	Job 37:18; Jer. 10:12; 2 Pet. 3:5
V	01001007
c	j
i	c01001007.6
m	Job 38:8-11; Prov. 8:27-29 k Ps. 148:4
V	01001009
c	l
i	c01001009.7
m	Job 26:10; Ps. 104:6-9; Prov. 8:29; Jer. 5:22; 2 Pet. 3:5 m Ps. 24:1, 2; 33:7; 95:5
V	01001011
c	n
i	c01001011.8
m	Ps. 65:9-13; 104:14; Heb. 6:7 o 2 Sam. 16:1; Luke 6:44
V	01001014
c	p
i	c01001014.9
m	Deut. 4:19; Ps. 74:16; 136:5-9 q Ps. 104:19
V	01001016
c	r
i	c01001016.10
m	Ps. 136:8
V	01001016
c	s
i	c01001016.11
m	Deut. 17:3; Ps. 8:3 t Deut. 4:19; Job 38:7; Is. 40:26
V	01001017
c	u
i	c01001017.12
m	Gen. 15:5; Jer. 33:20, 25
V	01001018
c	v
i	c01001018.13
m	Jer. 31:35
V	01001021
c	w
i	c01001021.14
m	Ps. 104:25-28
V	01001022
c	x
i	c01001022.15
m	Gen. 8:17
V	01001026
c	y
i	c01001026.16
m	Gen. 9:6; Ps. 100:3; Eccl. 7:29; [Eph. 4:24]; James 3:9 z Gen. 9:2; Ps. 8:6-8
V	01001027
c	a
i	c01001027.17
m	Gen. 5:2; 1 Cor. 11:7 b Matt. 19:4; [Mark 10:6-8]
V	01001028
c	c
i	c01001028.18
m	Gen. 9:1, 7; Lev. 26:9 d 1 Cor. 9:27
V	01001029
c	e
i	c01001029.19
m	Gen. 9:3; Ps. 104:14, 15
V	01001030
c	f
i	c01001030.20
m	Ps. 145:15 g Job 38:41
V	01001031
c	h
i	c01001031.21
m	[Ps. 104:24; 1 Tim. 4:4]
