C	Chapter 20
V	01020001
c	a
i	c01020001.1
m	Gen. 18:1
V	01020001
c	b
i	c01020001.2
m	Gen. 12:9; 16:7,
V	01020002
c	d
i	c01020002.3
m	Gen. 12:11-13; 26:7 e Gen. 12:15
V	01020004
c	i
i	c01020004.4
m	Gen. 18:23-25; Num. 16:22
V	01020005
c	j
i	c01020005.5
m	1 Kin. 9:4; 2 Kin. 20:3; Ps. 7:8; 26:6
V	01020006
c	k
i	c01020006.6
m	Gen. 31:7; 35:5;
V	01020007
c	m
i	c01020007.7
m	1 Sam. 7:5;
V	01020009
c	p
i	c01020009.8
m	Gen. 26:10; 39:9; Ex. 32:21; Josh. 7:25 q Gen.
V	01020011
c	r
i	c01020011.9
m	Gen. 42:18; Neh. 5:15; Ps. 36:1; Prov. 16:6 s Gen.
V	01020012
c	t
i	c01020012.10
m	Gen. 11:29
V	01020013
c	u
i	c01020013.11
m	Gen. 12:1-9, 11; [Heb. 11:8]
V	01020013
c	v
i	c01020013.12
m	Gen. 12:13; 20:5
V	01020014
c	c
i	c01020014.13
m	Gen. 26:1, 6
V	01020014
c	w
i	c01020014.14
m	Gen. 12:16
V	01020015
c	n
i	c01020015.15
m	Gen. 2:17
V	01020015
c	o
i	c01020015.16
m	Num. 16:32,
V	01020015
c	x
i	c01020015.17
m	Gen. 13:9;
V	01020016
c	y
i	c01020016.18
m	Gen. 26:11
V	01020017
c	a
i	c01020017.19
m	Num. 12:13; 21:7; Job 42:9; [James 5:16]
V	01020017
c	b
i	c01020017.20
m	Gen. 21:2
V	01020018
c	c
i	c01020018.21
m	Gen. 12:17
