C	Chapter 3
V	29003004
c	a
i	c29003004.1
m	[Acts 20:23;
V	29003005
c	b
i	c29003005.2
m	Luke 22:41; Acts 9:40; 20:36
V	29003006
c	c
i	c29003006.3
m	John 1:11
V	29003006
c	d
i	c29003006.4
m	Acts 8:40; 21:16
V	29003006
c	e
i	c29003006.5
m	Acts 8:5, 26, 40; Eph. 4:11; 2 Tim. 4:5 f Acts 6:5
V	29003009
c	g
i	c29003009.6
m	Joel 2:28; Acts
V	29003010
c	h
i	c29003010.7
m	Acts 11:28
V	29003011
c	i
i	c29003011.8
m	Acts 20:23;
V	29003013
c	j
i	c29003013.9
m	Acts 20:24,
V	29003014
c	k
i	c29003014.10
m	Matt. 6:10; 26:42; Luke 11:2;
V	29003018
c	m
i	c29003018.11
m	Acts 15:13; Gal. 1:19; 2:9
V	29003019
c	n
i	c29003019.12
m	Acts 15:4, 12; Rom. 15:18,
V	29003019
c	o
i	c29003019.13
m	Acts 1:17; 20:24; 1 Tim. 2:7
V	29003020
c	p
i	c29003020.14
m	Acts 15:1; 22:3; [Rom. 10:2]; Gal. 1:14
V	29003024
c	q
i	c29003024.15
m	Num. 6:2, 13, 18; Acts 18:18
V	29003025
c	r
i	c29003025.16
m	Acts 15:19,
V	29003026
c	s
i	c29003026.17
m	John 11:55; Acts 21:24; 24:18 t Num. 6:13; Acts 24:18
V	29003027
c	u
i	c29003027.18
m	Acts 20:19; 24:18 v Acts 26:21
V	29003028
c	w
i	c29003028.19
m	[Matt. 24:15]; Acts 6:13; 24:6
V	29003029
c	x
i	c29003029.20
m	Acts 20:4 8 M
V	29003030
c	y
i	c29003030.21
m	2 Kin. 11:15; Acts 16:19; 26:21
V	29003031
c	z
i	c29003031.22
m	2 Cor. 11:23
V	29003032
c	a
i	c29003032.23
m	Acts 23:27;
V	29003033
c	b
i	c29003033.24
m	Acts 24:7
V	29003036
c	d
i	c29003036.25
m	Luke 23:18; John 19:15; Acts
V	29003038
c	e
i	c29003038.26
m	Acts 5:36
V	29003039
c	f
i	c29003039.27
m	Acts 9:11; 22:3; 2 Cor. 11:22; Phil. 3:4-6
V	29003040
c	g
i	c29003040.28
m	Acts 12:17
V	29003040
c	h
i	c29003040.29
m	John 5:2; Acts 22:2
