C	Chapter 11
V	23011001
c	a
i	c23011001.1
m	Ezek. 10:19;
V	23011002
c	b
i	c23011002.2
m	Ezek. 11:23
V	23011002
c	c
i	c23011002.3
m	Ezek. 1:24; Rev. 1:15; 14:2 d Ezek. 10:4; Rev. 18:1
V	23011003
c	e
i	c23011003.4
m	Ezek. 1:4-28
V	23011003
c	f
i	c23011003.5
m	Jer. 1:10; Ezek.
V	23011003
c	g
i	c23011003.6
m	Ezek. 1:28; 3:23
V	23011004
c	h
i	c23011004.7
m	Ezek. 10:19;
V	23011005
c	i
i	c23011005.8
m	Ezek. 3:12, 14; 8:3; 2 Cor. 12:2-4
V	23011005
c	j
i	c23011005.9
m	Ezek. 40:34; 1 Kin. 8:10,
V	23011006
c	k
i	c23011006.10
m	Ezek. 1:26; 40:3
V	23011007
c	l
i	c23011007.11
m	Ps. 99:1; Is. 60:13 m 1 Chr. 28:2; Ps. 99:5 n Ex. 29:45; Ps. 68:16; 132:14; Ezek. 37:26-28; Joel 3:17; [John 1:14; 2 Cor. 6:16] o Ezek. 39:7
V	23011007
c	p
i	c23011007.12
m	Lev. 26:30; Jer. 16:18; Ezek. 6:5,
V	23011010
c	r
i	c23011010.13
m	Ezek. 40:4
V	23011011
c	s
i	c23011011.14
m	Ezek. 44:5
V	23011011
c	t
i	c23011011.15
m	Ezek. 11:20
V	23011012
c	u
i	c23011012.16
m	Ezek. 40:2
V	23011013
c	v
i	c23011013.17
m	Ex. 27:1-8; 2 Chr. 4:1 w Ezek.
V	23011015
c	x
i	c23011015.18
m	Ex. 27:2; Lev. 9:9; 1 Kin. 1:50
V	23011016
c	y
i	c23011016.19
m	Ex. 27:1
V	23011016
c	e
i	c23011016.20
m	1 Kin. 2:35; Ezek. 40:46
V	23011017
c	z
i	c23011017.21
m	Ex. 20:26
V	23011018
c	a
i	c23011018.22
m	Ex. 40:29
V	23011018
c	b
i	c23011018.23
m	Lev. 1:5, 11; [Heb. 9:21, 22]
V	23011019
c	c
i	c23011019.24
m	Ex. 29:10; Lev. 8:14; Ezek. 45:18,
V	23011019
c	d
i	c23011019.25
m	Ezek. 44:15,
V	23011021
c	f
i	c23011021.26
m	Ex. 29:14; Lev. 4:12 g Heb. 13:11
V	23011024
c	h
i	c23011024.27
m	Lev. 2:13; Num. 18:19; [Mark 9:49, 50; Col. 4:6]
V	23011025
c	i
i	c23011025.28
m	Ex. 29:35; Lev.
V	23011027
c	j
i	c23011027.29
m	Lev. 9:1-4
V	23011027
c	k
i	c23011027.30
m	Ezek. 20:40, 41; [Rom. 12:1; 1 Pet.
