C	Chapter 48
V	23048002
c	a
i	c23048002.1
m	[Gen. 18:19; Ex. 19:5, 6; Deut. 7:6; Ps. 147:19] b Jer. 14:10; Ezek. 20:36; Dan. 9:12; Matt. 11:22; [Rom. 2:9]
V	23048006
c	c
i	c23048006.2
m	Is. 45:7 3 rams
V	23048007
c	d
i	c23048007.3
m	Gen. 6:13; 18:17; [Jer. 23:22]; Dan. 9:22; [John
V	23048008
c	e
i	c23048008.4
m	Jer. 20:9; [Mic. 3:8]; Acts 4:20; 1 Cor. 9:16
V	23048010
c	f
i	c23048010.5
m	Ps. 14:4; Jer. 4:22; Amos
V	23048014
c	g
i	c23048014.6
m	2 Kin. 23:15; Hos. 10:5-8, 14, 15; Amos 4:4
V	23048015
c	h
i	c23048015.7
m	Jer. 36:22
V	23048015
c	i
i	c23048015.8
m	Judg. 3:20 j 1 Kin. 22:39; Ps. 45:8
