C	Chapter 60
V	23060001
c	a
i	c23060001.1
m	Hos. 7:6,
V	23060002
c	b
i	c23060002.2
m	Is. 5:8
V	23060003
c	c
i	c23060003.3
m	Ex. 20:5; Jer. 8:3; Amos 3:1,
V	23060003
c	d
i	c23060003.4
m	Amos 5:13
V	23060004
c	e
i	c23060004.5
m	2 Sam. 1:17
V	23060010
c	f
i	c23060010.6
m	Deut. 12:9
V	23060010
c	g
i	c23060010.7
m	Lev. 18:25
V	23060011
c	h
i	c23060011.8
m	Is. 30:10; Jer. 5:30, 31; 2 Tim. 4:3,
V	23060012
c	i
i	c23060012.9
m	[Mic. 4:6, 7]
V	23060012
c	j
i	c23060012.10
m	Jer. 31:10 k Ezek. 33:22; 36:37
V	23060013
c	l
i	c23060013.11
m	[Hos. 3:5] m Is.
