C	Chapter 22
V	23022003
c	a
i	c23022003.1
m	Dan. 5:12
V	23022004
c	b
i	c23022004.2
m	Eccl. 4:4
V	23022006
c	c
i	c23022006.3
m	Neh. 2:3; Dan.
V	23022007
c	d
i	c23022007.4
m	Ps. 59:3; 62:4;
V	23022008
c	e
i	c23022008.5
m	Esth. 1:19; 8:8;
V	23022010
c	f
i	c23022010.6
m	1 Kin. 8:29, 30, 46-48; Ps. 5:7; Jon. 2:4 g Ps. 55:17; Acts 2:1, 2, 15; [Phil. 4:6]; 1 Thess. 5:17,
V	23022012
c	h
i	c23022012.7
m	Dan. 3:8-12; Acts 16:19-21
V	23022012
c	i
i	c23022012.8
m	Esth. 1:19; Dan.
V	23022013
c	j
i	c23022013.9
m	Dan. 1:6; 5:13
V	23022013
c	k
i	c23022013.10
m	Esth. 3:8; Dan. 3:12; Acts 5:29
V	23022014
c	l
i	c23022014.11
m	Mark 6:26 before m Esth. 8:8; Ps. 94:20, 21; Dan.
V	23022017
c	n
i	c23022017.12
m	Lam. 3:53
V	23022017
c	o
i	c23022017.13
m	Matt. 27:66
V	23022018
c	p
i	c23022018.14
m	Esth. 6:1; Ps. 77:4; Dan. 2:1
V	23022019
c	q
i	c23022019.15
m	Dan. 3:24
V	23022020
c	r
i	c23022020.16
m	Gen. 18:14; Num. 11:23; Jer. 32:17; Dan. 3:17; [Luke 1:37]
V	23022021
c	s
i	c23022021.17
m	Dan. 2:4; 6:6
V	23022022
c	t
i	c23022022.18
m	Num. 20:16; Is. 63:9; Dan. 3:28; Acts 12:11; [Heb. 1:14] u Ps. 91:11- 13; 2 Tim. 4:17; Heb. 11:33
V	23022023
c	v
i	c23022023.19
m	Heb. 11:33
V	23022024
c	w
i	c23022024.20
m	Deut. 19:18, 19; Esth. 7:10
V	23022024
c	x
i	c23022024.21
m	Deut. 24:16; 2 Kin. 14:6; Esth.
V	23022025
c	y
i	c23022025.22
m	Ezra 1:1, 2; Esth. 3:12; 8:9; Dan. 4:1
V	23022026
c	z
i	c23022026.23
m	Ezra 6:8-12; 7:13; Dan. 3:29
V	23022026
c	a
i	c23022026.24
m	Ps. 99:1 him into trouble (v. 10); his faith got him out of it (see Heb. (see Num. 16:1–35) and Achan (see Josh. 7) illustrate this prin-
V	23022026
c	b
i	c23022026.25
m	Dan. 4:34; 6:20; Hos. 1:10; Rom. 9:26 c Dan. [Luke 1:33]
V	23022027
c	d
i	c23022027.26
m	Dan. 4:2,
V	23022028
c	e
i	c23022028.27
m	Dan. 1:21
V	23022028
c	f
i	c23022028.28
m	Ezra 1:1,
