C	Chapter 29
V	23029001
c	a
i	c23029001.1
m	2 Chr. 26; Is. 1:1; Amos 1:1 b 2 Kin. 15:5, 7, 32-38; 2 Chr. 27; Mic. 1:1 c 2 Kin. 16:1-20; 2 Chr. 28 d 2 Kin. 18–20; 2 Chr. 29:1–32:33; Mic. 1:1 e 2 Kin. Amos 1:1
V	23029002
c	f
i	c23029002.2
m	Hos. 3:1 g Deut. 31:16; Judg. 2:17; Ps. 73:27; Jer. 2:13; Ezek. 16:1-59;
V	23029004
c	h
i	c23029004.3
m	2 Kin. 10:11 i 2 Kin. 15:8-10;
V	23029005
c	j
i	c23029005.4
m	2 Kin. 15:29
V	23029006
c	k
i	c23029006.5
m	2 Kin. 17:6
V	23029007
c	l
i	c23029007.6
m	2 Kin. 19:29-35; Is. 30:18; 37:36, 37 m Ps. 44:3-7; [Zech. 4:6] 2 Kin. 9; 10). strength (see
V	23029010
c	n
i	c23029010.7
m	Gen. 22:17; 32:12; Jer. 33:22 o 1 Pet. 2:10
V	23029010
c	p
i	c23029010.8
m	Rom. 9:26 q Is. 63:16; 64:8; [John 1:12]
V	23029011
c	r
i	c23029011.9
m	Is. 11:11-13; Jer. 3:18; 50:4; [Ezek. 34:23;
