C	Chapter 51
V	23051001
c	a
i	c23051001.1
m	Luke 6:24 b Ps. 123:4; Is. 32:9-11; Zeph. 1:12 c Is. 31:1; Jer. 49:4 d Ex. 19:5; Amos 3:2
V	23051002
c	e
i	c23051002.2
m	Jer. 2:10 f Gen. 10:10; Is. 10:9 g 1 Kin. 8:65; 2 Kin. 18:34 h Nah. 3:8
V	23051003
c	i
i	c23051003.3
m	Is. 56:12; Ezek. 12:27; Amos 9:10; Matt. 24:37-39
V	23051003
c	j
i	c23051003.4
m	Amos 5:18
V	23051003
c	k
i	c23051003.5
m	Amos 5:12 l Ps.
V	23051005
c	m
i	c23051005.6
m	Is. 5:12; Amos 5:23 n 1 Chr. 15:16; 16:42 o 1 Chr. 23:5
V	23051006
c	p
i	c23051006.7
m	Amos 2:8; 4:1
V	23051006
c	q
i	c23051006.8
m	Gen. 37:25
V	23051007
c	r
i	c23051007.9
m	Amos 5:27
V	23051008
c	s
i	c23051008.10
m	Gen. 22:16; Jer. 51:14; Amos 4:2; 8:7; Heb. 6:13-17
V	23051008
c	t
i	c23051008.11
m	Ps. 47:4; Ezek. 24:21; Amos 8:7
V	23051010
c	u
i	c23051010.12
m	Amos 5:13
V	23051011
c	w
i	c23051011.13
m	Is. 55:11 x 2 Kin. 25:9; Amos
V	23051012
c	y
i	c23051012.14
m	1 Kin. 21:7-13; Is. 59:13, 14; Hos. 10:4; Amos 5:7, (chs. 1; 2), Amos had prophesied the destruction of their pal-
V	23051014
c	z
i	c23051014.15
m	Jer. 5:15
V	23051014
c	a
i	c23051014.16
m	Num. 34:7, 8; 1 Kin. 8:65; 2 Kin.
