C	Chapter 20
V	42020001
c	a
i	c42020001.1
m	2 Pet. 1:13
V	42020002
c	b
i	c42020002.2
m	2 Pet. 1:21
V	42020003
c	d
i	c42020003.3
m	2 Pet. 2:10
V	42020004
c	e
i	c42020004.4
m	Gen. 6:1-7
V	42020005
c	f
i	c42020005.5
m	Gen. 1:6, 9; Heb. 11:3 g Ps.
V	42020006
c	h
i	c42020006.6
m	Gen. 7:11, 12, 21-23; Matt.24:37- 39; Luke 17:26, 27; 2 Pet. 2:5
V	42020007
c	i
i	c42020007.7
m	2 Pet. 3:10,
V	42020008
c	k
i	c42020008.8
m	Ps. 90:4
V	42020009
c	l
i	c42020009.9
m	Hab. 2:3; Rom. 13:11; Heb. 10:37
V	42020009
c	m
i	c42020009.10
m	Ps. 86:15; Is. 30:18 n Ezek. 33:11
V	42020009
c	o
i	c42020009.11
m	Matt. 20:28; [Rom. 2:4] 3 NU
V	42020011
c	r
i	c42020011.12
m	1 Pet. 1:15
V	42020012
c	j
i	c42020012.13
m	Matt. 25:41; [2 Thess. 1:8]
V	42020012
c	s
i	c42020012.14
m	1 Cor. 1:7, 8; Titus 2:13-15 t Ps. 50:3 u Is. 24:19; 34:4; Mic. 1:4
V	42020013
c	v
i	c42020013.15
m	Is. 65:17; 66:22 w [Rom. 8:21]; Rev. 21:1
V	42020014
c	x
i	c42020014.16
m	1 Cor. 1:8; 15:58; [1 Thess.
V	42020015
c	y
i	c42020015.17
m	Ps. 86:15; Rom. 2:4; 1 Pet.
V	42020016
c	z
i	c42020016.18
m	Rom. 8:19; 1 Cor. 15:24; 1 Thess. 4:15; 2 Thess. 1:10 a 2 Tim. 3:16
V	42020017
c	b
i	c42020017.19
m	Mark 13:23
V	42020017
c	c
i	c42020017.20
m	Eph. 4:14
V	42020018
c	d
i	c42020018.21
m	Eph. 4:15
