C	Chapter 17
V	42017001
c	a
i	c42017001.1
m	Matt. 26:37
V	42017001
c	b
i	c42017001.2
m	Rom. 8:17,
V	42017002
c	c
i	c42017002.3
m	John 21:16; Acts 20:28 d 1 Cor. 9:17 e 1 Tim.
V	42017003
c	f
i	c42017003.4
m	Ezek. 34:4; Matt. 20:25 g Ps. 33:12 h John 13:15; Phil. 3:17; 1 Thess. 1:7; 2 Thess. 3:9; 1 Tim. 4:12; Titus
V	42017004
c	i
i	c42017004.5
m	Is. 40:11; Zech. 13:7; Heb. 13:20; 1 Pet. 2:25 j 2 Tim. 4:8
V	42017005
c	k
i	c42017005.6
m	Rom. 12:10; Eph. 5:21 l Prov. 3:34; James 4:6
V	42017012
c	p
i	c42017012.7
m	2 Cor. 1:19; 1 Thess. 1:1; 2 Thess. 1:1 q Acts
