C	Chapter 10
V	42010001
c	a
i	c42010001.1
m	[Matt. 23:8]; Rom. 2:21; 1 Tim. 1:7 b Luke 6:37
V	42010005
c	g
i	c42010005.2
m	Prov. 12:18; 15:2; James 1:26
V	42010005
c	h
i	c42010005.3
m	Ps. 12:3; 73:8
V	42010006
c	i
i	c42010006.4
m	Ps. 120:2, 3; Prov. 16:27 j [Matt. 12:36;
V	42010008
c	k
i	c42010008.5
m	Ps. 140:3; Eccl. 10:11; Rom. 3:13
V	42010009
c	l
i	c42010009.6
m	Gen. 1:26; 5:1; 9:6; 1 Cor. 11:7
V	42010012
c	m
i	c42010012.7
m	Matt. 7:16-20
V	42010013
c	n
i	c42010013.8
m	Gal. 6:4
V	42010014
c	o
i	c42010014.9
m	Rom. 13:13
V	42010014
c	p
i	c42010014.10
m	Rom. 2:17
V	42010015
c	q
i	c42010015.11
m	Phil. 3:19
V	42010016
c	r
i	c42010016.12
m	1 Cor. 3:3
V	42010017
c	s
i	c42010017.13
m	1 Cor. 2:6,
V	42010017
c	t
i	c42010017.14
m	James 2:1
V	42010017
c	u
i	c42010017.15
m	Rom. 12:9; 2 Cor. 6:6; 1 Pet.
V	42010018
c	v
i	c42010018.16
m	Prov. 11:18; Is. 32:17; Hos. 10:12; Amos 6:12; [Gal. 6:8; Phil. 1:11]
