C	Chapter 4
V	42004001
c	a
i	c42004001.1
m	Ex. 25:8; [Heb.
V	42004003
c	b
i	c42004003.2
m	Ex. 26:31-35;
V	42004004
c	g
i	c42004004.3
m	Ex. 25:16; 34:29; Deut. 10:2-5
V	42004005
c	h
i	c42004005.4
m	Ex. 25:17, 20; Lev. 16:2; 1 Kin.
V	42004006
c	i
i	c42004006.5
m	Num. 18:2-6;
V	42004006
c	f
i	c42004006.6
m	Lev. 14:4, 7; Num. 19:6,
V	42004007
c	j
i	c42004007.7
m	Ex. 30:10; Lev. 16:34; Heb. 10:3
V	42004007
c	k
i	c42004007.8
m	Heb. 5:3
V	42004008
c	l
i	c42004008.9
m	[John 14:6; Heb. 10:20]
V	42004009
c	m
i	c42004009.10
m	[Gal. 3:21]; Heb. 7:19
V	42004010
c	n
i	c42004010.11
m	Lev. 11:2; Col. 2:16 o Num. 19:7
V	42004011
c	q
i	c42004011.12
m	[Eph. 1:3-11]; Heb. 10:1 3 NU
V	42004012
c	r
i	c42004012.13
m	Heb. 10:4 s Is. 53:12; Eph. 1:7
V	42004012
c	t
i	c42004012.14
m	Zech. 3:9 u [Dan.
V	42004013
c	v
i	c42004013.15
m	Lev. 16:14, 15; Heb. 9:19; 10:4
V	42004013
c	w
i	c42004013.16
m	Num. 19:2 4 sets
V	42004014
c	x
i	c42004014.17
m	1 John 1:7
V	42004014
c	y
i	c42004014.18
m	Heb. 6:1 z Luke
V	42004015
c	a
i	c42004015.19
m	Rom. 3:25
V	42004015
c	b
i	c42004015.20
m	Heb. 3:1
V	42004017
c	c
i	c42004017.21
m	Gal. 3:15
V	42004019
c	e
i	c42004019.22
m	Ex. 24:5,
V	42004020
c	g
i	c42004020.23
m	[Matt. 26:28]
V	42004020
c	h
i	c42004020.24
m	Ex. 24:3-8
V	42004021
c	i
i	c42004021.25
m	Ex. 29:12,
V	42004022
c	j
i	c42004022.26
m	Lev. 17:11
V	42004023
c	k
i	c42004023.27
m	Heb. 8:5
V	42004024
c	l
i	c42004024.28
m	Heb. 6:20
V	42004024
c	m
i	c42004024.29
m	Heb. 8:2
V	42004024
c	n
i	c42004024.30
m	Rom. 8:34
V	42004025
c	o
i	c42004025.31
m	Heb. 9:7
V	42004027
c	p
i	c42004027.32
m	Gen. 3:19; Eccl. 3:20 q [2 Cor. 5:10]; 1 John 4:17
V	42004028
c	r
i	c42004028.33
m	Rom. 6:10 #
V	42004028
c	s
i	c42004028.34
m	Is. 53:12; 1 Pet. 2:24 t Matt. 26:28 u 1 Cor. 1:7; Titus
