C	Chapter 13
V	42013001
c	a
i	c42013001.1
m	John 7:35; James 1:1
V	42013002
c	b
i	c42013002.2
m	Eph. 1:4 c [Rom. 8:29]; 1 Pet. 1:20 d 2 Thess. 2:13
V	42013003
c	k
i	c42013003.3
m	1 Cor. 15:20; 1 Pet. 3:21
V	42013004
c	l
i	c42013004.4
m	Col. 1:5
V	42013005
c	m
i	c42013005.5
m	John 10:28; [Phil. 4:7]
V	42013006
c	n
i	c42013006.6
m	Matt. 5:12 o 2 Cor. 4:17
V	42013006
c	p
i	c42013006.7
m	James 1:2; 1 Pet.
V	42013007
c	q
i	c42013007.8
m	James 1:3 r Job 23:10 s [Rom. 2:7]
V	42013008
c	t
i	c42013008.9
m	1 John 4:20
V	42013008
c	u
i	c42013008.10
m	John 20:29
V	42013011
c	v
i	c42013011.11
m	2 Pet. 1:21
V	42013012
c	w
i	c42013012.12
m	Eph. 3:10
V	42013014
c	x
i	c42013014.13
m	[Rom. 12:2]; 1 Pet. 4:2
V	42013015
c	y
i	c42013015.14
m	[2 Cor. 7:1]
V	42013016
c	z
i	c42013016.15
m	Lev. 11:44, 45;
V	42013019
c	b
i	c42013019.16
m	Acts 20:28; 1 Pet. 1:2 c Ex. 12:5; Is. 53:7 # 3:25 e Gal. 4:4
V	42013021
c	f
i	c42013021.17
m	Acts 2:24
V	42013021
c	g
i	c42013021.18
m	Acts 2:33
V	42013022
c	h
i	c42013022.19
m	Acts 15:9
V	42013022
c	i
i	c42013022.20
m	John 13:34; Rom. 12:10; Heb. 13:1; 1 Pet.
V	42013023
c	j
i	c42013023.21
m	John 1:13 k 1 Thess. 2:13; James 1:18
V	42013024
c	l
i	c42013024.22
m	Is. 40:6-8; James 1:10 5 NU
V	42013025
c	m
i	c42013025.23
m	Is. 40:8 n [John 1:1]
