C	Chapter 6
V	24006001
c	a
i	c24006001.1
m	2 Kin. 22:1, 2; 2 Chr. 34:1-33; Jer. Jer. 8:13
V	24006005
c	c
i	c24006005.2
m	2 Kin. 23:5; Hos. 10:5
V	24006005
c	d
i	c24006005.3
m	2 Kin. 23:12; Jer. 19:13 e Josh. god, 1 Kin. 11:5; Jer. 49:1; Molech, Lev. 18:21
V	24006006
c	f
i	c24006006.4
m	Is. 1:4; Jer. 2:13
V	24006006
c	g
i	c24006006.5
m	Hos. 7:7
V	24006007
c	h
i	c24006007.6
m	Hab. 2:20; Zech. 2:13 i Is. 13:6
V	24006007
c	j
i	c24006007.7
m	Deut. 28:26; Is. 34:6; Jer. 46:10; Ezek. 39:17-19
V	24006008
c	k
i	c24006008.8
m	Jer. 39:6
V	24006009
c	l
i	c24006009.9
m	1 Sam. 5:5
V	24006010
c	m
i	c24006010.10
m	2 Chr. 33:14; Neh. 3:3; 12:39
V	24006011
c	n
i	c24006011.11
m	James 5:1 8 A
V	24006012
c	o
i	c24006012.12
m	Jer. 48:11; Amos 6:1 p Ps.
V	24006013
c	q
i	c24006013.13
m	Deut. 28:39
V	24006014
c	r
i	c24006014.14
m	Jer. 30:7; Joel
V	24006016
c	t
i	c24006016.15
m	Is. 27:13; Jer.
V	24006017
c	u
i	c24006017.16
m	Deut. 28:29
V	24006018
c	v
i	c24006018.17
m	Ezek. 7:19
