C	Chapter 34
V	24034002
c	a
i	c24034002.1
m	Rom. 12:8
V	24034004
c	b
i	c24034004.2
m	Luke 14:12-
V	24034006
c	c
i	c24034006.3
m	2 Kin. 4:33 3 NU
V	24034007
c	d
i	c24034007.4
m	Eccl. 5:2 e 1 Kin. 18:26
V	24034008
c	f
i	c24034008.5
m	[Rom. 8:26, 27]
V	24034009
c	g
i	c24034009.6
m	Matt. 6:9-13; Luke 11:2-4; [John 16:24; Eph. 6:18; Jude 20] h [Matt. 5:9, 16] i Mal. 1:11
V	24034010
c	j
i	c24034010.7
m	Matt. 26:42; Luke 22:42; Acts 21:14 k Ps. 103:20
V	24034011
c	l
i	c24034011.8
m	[Job 23:12]; Prov. 30:8; Is. 33:16; Luke 11:3
V	24034012
c	m
i	c24034012.9
m	[Matt. 18:21,
V	24034013
c	n
i	c24034013.10
m	[Matt. 26:41; 1 Cor. 10:31; 2 Pet. 2:9; Rev. 3:10] o John 17:15; [2 Thess. 3:3]; 2 Tim. 4:18; [1 John 5:18] 4 NU
V	24034014
c	p
i	c24034014.11
m	[Matt. 7:2]; Mark 11:25; [Eph. 4:32; Col. 3:13]
V	24034015
c	q
i	c24034015.12
m	Matt. 18:35; James 2:13
V	24034016
c	r
i	c24034016.13
m	Is. 58:3-7; Luke 18:12
V	24034017
c	s
i	c24034017.14
m	Ruth 3:3;
V	24034019
c	t
i	c24034019.15
m	Prov. 23:4; [1 Tim. 6:17; Heb. 13:5]; James 5:1
V	24034020
c	u
i	c24034020.16
m	Matt. 19:21; Luke 12:33; 18:22; 1 Tim. 6:19; 1 Pet.
V	24034024
c	x
i	c24034024.17
m	[Gal. 1:10; 1 Tim. 6:17; James 4:4; 1 John 2:15]
V	24034025
c	y
i	c24034025.18
m	[Ps. 55:22]; Luke 12:22; [Phil. 4:6; 1 Pet. 5:7]
V	24034026
c	z
i	c24034026.19
m	Job 38:41; Ps. 147:9; Matt. 10:29; Luke 12:24
V	24034033
c	a
i	c24034033.20
m	1 Kin. 3:13; Luke 12:31; [1 Tim. 4:8]
