C	Chapter 38
V	24038001
c	a
i	c24038001.1
m	Mark 3:13; Luke 6:13
V	24038004
c	c
i	c24038004.2
m	Luke 6:15; Acts 1:13 d Matt. 26:14; Luke 22:3; John 13:2, 26 2 NU
V	24038005
c	e
i	c24038005.3
m	Matt. 4:15 f 2 Kin. 17:24; Luke John 4:9
V	24038006
c	g
i	c24038006.4
m	Matt. 15:24; Acts 13:46 h Is. 53:6; Jer. 50:6
V	24038007
c	i
i	c24038007.5
m	Luke 9:2 j Matt. 3:2; Luke 10:9
V	24038008
c	k
i	c24038008.6
m	[Acts 8:18]
V	24038009
c	l
i	c24038009.7
m	1 Sam. 9:7; Mark 6:8 m Mark
V	24038010
c	n
i	c24038010.8
m	Luke 10:7; [1 Cor. 9:4-14]; 1 Tim. 5:18
V	24038011
c	o
i	c24038011.9
m	Luke 10:8
V	24038013
c	p
i	c24038013.10
m	Luke 10:5
V	24038013
c	q
i	c24038013.11
m	Ps. 35:13
V	24038014
c	r
i	c24038014.12
m	Mark 6:11; Luke 9:5 s Neh. 5:13; Luke 10:10, 11; Acts 13:51
V	24038015
c	t
i	c24038015.13
m	Matt. 11:22,
V	24038016
c	u
i	c24038016.14
m	Luke 10:3 v 2 Cor. 12:16; Eph. 5:15; Col. 4:5 w [Phil. 2:14-16]
V	24038017
c	x
i	c24038017.15
m	Matt. 23:34; Mark 13:9; Luke 12:11 y Acts 5:40;
V	24038018
c	z
i	c24038018.16
m	Acts 12:1; 2 Tim. 4:16
V	24038019
c	a
i	c24038019.17
m	Mark 13:11; Luke 12:11,
V	24038019
c	b
i	c24038019.18
m	Ex. 4:12; Jer. 1:7 20 c
V	24038025
c	k
i	c24038025.19
m	Mark 3:22; Luke 11:15, 18, 19; John 8:48, 52 7 NU, M Beelzebul; a Philistine deity, 2 Kin. 1:2,
V	24038026
c	l
i	c24038026.20
m	Mark 4:22; Luke 8:17; 12:2, 3; [1 Cor. 4:5]
V	24038028
c	o
i	c24038028.21
m	Is. 8:13; Matt. 5:22; Luke 12:5
V	24038029
c	p
i	c24038029.22
m	Luke 12:6,
V	24038030
c	q
i	c24038030.23
m	1 Sam. 14:45;
V	24038032
c	r
i	c24038032.24
m	Ps. 119:46; Luke 12:8; [Rom. 10:9] s [Rev. 3:5]
V	24038033
c	t
i	c24038033.25
m	[Mark 8:38; Luke 9:26]; 2 Tim.
V	24038034
c	u
i	c24038034.26
m	[Luke 12:49]
V	24038035
c	v
i	c24038035.27
m	Mic. 7:6 $; Matt. 10:21; Luke
V	24038036
c	w
i	c24038036.28
m	Ps. 41:9; 55:13; John
V	24038037
c	x
i	c24038037.29
m	Deut. 33:9; Luke 14:26
V	24038038
c	y
i	c24038038.30
m	[Matt. 16:24; Mark 8:34; Luke
V	24038039
c	z
i	c24038039.31
m	Matt. 16:25; Mark 8:35; Luke 9:24; 17:33; John
V	24038040
c	a
i	c24038040.32
m	Mark 9:37; Luke 9:48; John 12:44; Gal. 4:14
V	24038041
c	b
i	c24038041.33
m	1 Kin. 17:10; 2 Kin. 4:8
V	24038042
c	c
i	c24038042.34
m	[Matt. 25:40]; Mark 9:41; Heb. Luke 7:19-30
