C	Chapter 31
V	24031001
c	a
i	c24031001.1
m	Matt. 3:1-12; Mark 1:3-8; Luke 3:2-17; John 1:6-8, 19-28 b Josh. 14:10
V	24031002
c	c
i	c24031002.2
m	Dan. 2:44; Mal. 4:6 #; Matt. 4:17; Mark 1:15; Luke
V	24031003
c	d
i	c24031003.3
m	Is. 40:3 #; Luke 3:4; John 1:23 e Luke 1:76
V	24031004
c	f
i	c24031004.4
m	2 Kin. 1:8; Zech. 13:4; Matt. 11:8; Mark 1:6 g Lev. 11:22 h
V	24031005
c	i
i	c24031005.5
m	Mark 1:5
V	24031007
c	k
i	c24031007.6
m	Matt. 12:34; Luke 3:7-9 l [Rom. 5:9; 1 Thess. 1:10]
V	24031009
c	m
i	c24031009.7
m	John 8:33; Acts 13:26; [Rom. 4:1, 11, 16; Gal. 3:29]
V	24031010
c	n
i	c24031010.8
m	[Ps. 92:12-14]; Matt. 7:19; Luke 13:7, 9; [John 15:6]
V	24031011
c	o
i	c24031011.9
m	Mark 1:4, 8; Luke 3:16; John 1:26; Acts 1:5 p [Is. 4:4; John 20:22; Acts 2:3, 4 $; 1 Cor. 12:13] 1 M
V	24031012
c	q
i	c24031012.10
m	Mal. 3:3 r Mal. 4:1; Matt. 13:30
V	24031013
c	s
i	c24031013.11
m	Matt. 3:13-17; Mark 1:9-11; Luke 3:21, 22; John 1:31-
V	24031016
c	u
i	c24031016.12
m	Mark 1:10 v [Is. 11:2]; Luke 3:22; John 1:32; Acts 7:56
V	24031017
c	w
i	c24031017.13
m	John 12:28
V	24031017
c	x
i	c24031017.14
m	Ps. 2:7; Is. 42:1; Mark 1:11; Luke 1:35; 9:35; Col. 1:13 Mark 1:12, 13; Luke 4:1-4
V	24031034
c	t
i	c24031034.15
m	Matt. 2:22
