C	Chapter 35
V	24035001
c	a
i	c24035001.1
m	Matt. 7:1-5; Luke 6:37; Rom. 14:3; [1 Cor. 4:3, 4]
V	24035002
c	b
i	c24035002.2
m	Mark 4:24; Luke 6:38
V	24035003
c	c
i	c24035003.3
m	Luke 6:41
V	24035006
c	d
i	c24035006.4
m	Prov. 9:7, 8; Acts 13:45
V	24035007
c	e
i	c24035007.5
m	[Matt. 21:22; Mark 11:24]; Luke [John 15:7; James 1:5, 6; 1 John 3:22]
V	24035008
c	f
i	c24035008.6
m	Prov. 8:17; Jer.
V	24035009
c	g
i	c24035009.7
m	Luke 11:11
V	24035011
c	h
i	c24035011.8
m	Gen. 6:5; 8:21; Ps. 84:11; Is. 63:7; [Rom. 8:32; James 1:17]; 1 John 3:1
V	24035012
c	i
i	c24035012.9
m	Luke 6:31
V	24035012
c	j
i	c24035012.10
m	Matt. 22:40; Rom. 13:8; Gal. 5:14; [1 Tim. 1:5]
V	24035013
c	k
i	c24035013.11
m	Luke 13:24
V	24035016
c	n
i	c24035016.12
m	Matt. 7:20; 12:33; Luke 6:44; James 3:12 o Luke
V	24035017
c	p
i	c24035017.13
m	Jer. 11:19; Matt. 12:33
V	24035019
c	q
i	c24035019.14
m	Matt. 3:10; Luke 3:9; [John
V	24035021
c	r
i	c24035021.15
m	Hos. 8:2; Matt. 25:11; Luke 6:46; Acts 19:13
V	24035021
c	s
i	c24035021.16
m	Rom. 2:13; James
V	24035022
c	t
i	c24035022.17
m	Num. 24:4
V	24035023
c	u
i	c24035023.18
m	Matt. 25:12; Luke 13:25; [2 Tim. 2:19] v Ps. 5:5; 6:8 $; [Matt. 25:41]; Luke 13:27
V	24035024
c	w
i	c24035024.19
m	Matt. 7:24-27; Luke 6:47-49 Luke 6:46 Luke 6:47-49
V	24035028
c	x
i	c24035028.20
m	Matt. 13:54; Mark 1:22; 6:2; Luke 4:32; John
V	24035029
c	y
i	c24035029.21
m	[John 7:46]
