C	Chapter 1
V	44001001
c	a
i	c44001001.1
m	Luke 1:3
V	44001002
c	b
i	c44001002.2
m	Mark 16:19;
V	44001003
c	d
i	c44001003.3
m	Matt. 28:17;
V	44001007
c	i
i	c44001007.4
m	1 Thess. 5:1
V	44001008
c	k
i	c44001008.5
m	[Acts 2:1,
V	44001009
c	p
i	c44001009.6
m	Luke 24:50,
V	44001010
c	r
i	c44001010.7
m	Matt. 28:3;
V	44001011
c	s
i	c44001011.8
m	Dan. 7:13;
V	44001012
c	t
i	c44001012.9
m	Luke 24:52
V	44001013
c	u
i	c44001013.10
m	Mark 14:15;
V	44001014
c	o
i	c44001014.11
m	Matt. 28:19;
V	44001014
c	y
i	c44001014.12
m	Acts 2:1,
V	44001014
c	z
i	c44001014.13
m	Luke 23:49,
V	44001015
c	b
i	c44001015.14
m	Luke 22:32;
V	44001016
c	c
i	c44001016.15
m	Ps. 41:9 #
V	44001017
c	e
i	c44001017.16
m	Matt. 10:4
V	44001018
c	g
i	c44001018.17
m	Matt. 27:3-10
V	44001020
c	i
i	c44001020.18
m	Ps. 69:25
V	44001022
c	k
i	c44001022.19
m	Acts 1:9 l Acts
V	44001023
c	m
i	c44001023.20
m	Acts 15:22
V	44001024
c	n
i	c44001024.21
m	1 Sam. 16:7;
V	44001025
c	o
i	c44001025.22
m	Acts 1:17
V	44001055
c	a
i	c44001055.23
m	Matt. 13:55
