C	Chapter 7
V	44007001
c	a
i	c44007001.1
m	John 16:2; Acts
V	44007002
c	b
i	c44007002.2
m	Gen. 23:2
V	44007003
c	c
i	c44007003.3
m	Acts 7:58;
V	44007004
c	d
i	c44007004.4
m	Matt. 10:23
V	44007005
c	e
i	c44007005.5
m	Acts 6:5; 8:26,
V	44007007
c	f
i	c44007007.6
m	Mark 16:17
V	44007009
c	g
i	c44007009.7
m	Acts 8:11;
V	44007012
c	i
i	c44007012.8
m	Acts 1:3; 8:4
V	44007014
c	j
i	c44007014.9
m	Acts 5:12,
V	44007015
c	k
i	c44007015.10
m	Acts 2:38; 19:2
V	44007016
c	l
i	c44007016.11
m	Acts 19:2
V	44007017
c	o
i	c44007017.12
m	Acts 6:6; 19:6;
V	44007020
c	p
i	c44007020.13
m	2 Kin. 5:16;
V	44007021
c	r
i	c44007021.14
m	Jer. 17:9
V	44007022
c	s
i	c44007022.15
m	Dan. 4:27;
V	44007023
c	t
i	c44007023.16
m	Heb. 12:15
V	44007024
c	u
i	c44007024.17
m	Gen. 20:7, 17;
V	44007026
c	v
i	c44007026.18
m	Acts 6:5
V	44007027
c	w
i	c44007027.19
m	Ps. 68:31;
V	44007032
c	y
i	c44007032.20
m	Is. 53:7,
V	44007033
c	a
i	c44007033.21
m	Luke 23:1-25
V	44007033
c	b
i	c44007033.22
m	Luke 23:33-46
V	44007035
c	c
i	c44007035.23
m	Luke 24:27;
V	44007036
c	d
i	c44007036.24
m	Acts 10:47;
V	44007037
c	e
i	c44007037.25
m	Matt. 28:19;
V	44007039
c	g
i	c44007039.26
m	1 Kin. 18:12;
V	44007040
c	h
i	c44007040.27
m	Acts 21:8
