C	Chapter 28
V	44028001
c	a
i	c44028001.1
m	[Rom. 1:20]
V	44028003
c	b
i	c44028003.2
m	Rom. 10:16; Heb. 4:2
V	44028003
c	c
i	c44028003.3
m	Num. 23:19; [2 Tim. 2:13]
V	44028004
c	c
i	c44028004.4
m	Rom. 9:23;
V	44028004
c	d
i	c44028004.5
m	Job 40:8 e [John 3:33]
V	44028004
c	f
i	c44028004.6
m	Ps. 62:9 g Ps. 51:4 2 Found true
V	44028005
c	g
i	c44028005.7
m	[Deut. 32:34];
V	44028005
c	h
i	c44028005.8
m	Rom. 6:19;
V	44028006
c	h
i	c44028006.9
m	[Job 34:11];
V	44028006
c	i
i	c44028006.10
m	[Gen. 18:25]
V	44028008
c	i
i	c44028008.11
m	Job 24:13;
V	44028009
c	j
i	c44028009.12
m	Amos 3:2; Luke
V	44028009
c	k
i	c44028009.13
m	Rom. 3:19, 23;
V	44028010
c	k
i	c44028010.14
m	Rom. 2:7;
V	44028010
c	l
i	c44028010.15
m	Ps. 14:1-3;
V	44028011
c	l
i	c44028011.16
m	Deut. 10:17; [Job 34:19]; Acts 10:34; [Eph. 6:9]
V	44028013
c	m
i	c44028013.17
m	Matt. 7:21, 22; John 13:17; [James 1:22, 25; 1 John 3:7]
V	44028013
c	m
i	c44028013.18
m	Ps. 5:9
V	44028014
c	o
i	c44028014.19
m	Ps. 10:7
V	44028015
c	n
i	c44028015.20
m	1 Cor. 5:1
V	44028015
c	p
i	c44028015.21
m	Prov. 1:16; Is.
V	44028016
c	p
i	c44028016.22
m	Eccl. 12:14;
V	44028017
c	s
i	c44028017.23
m	[Matt. 3:9];
V	44028018
c	v
i	c44028018.24
m	Deut. 4:8
V	44028018
c	q
i	c44028018.25
m	Ps. 36:1
V	44028019
c	x
i	c44028019.26
m	Matt. 15:14;
V	44028019
c	r
i	c44028019.27
m	John 10:34
V	44028020
c	y
i	c44028020.28
m	[2 Tim. 3:5]
V	44028020
c	t
i	c44028020.29
m	Ps. 143:2;
V	44028021
c	z
i	c44028021.30
m	Ps. 50:16;
V	44028021
c	u
i	c44028021.31
m	Acts 15:11
V	44028022
c	a
i	c44028022.32
m	Mal. 3:8
V	44028022
c	x
i	c44028022.33
m	Rom. 10:12;
V	44028023
c	b
i	c44028023.34
m	Mic. 3:11;
V	44028023
c	y
i	c44028023.35
m	Gal. 3:22
V	44028024
c	c
i	c44028024.36
m	Ezek. 16:27
V	44028024
c	z
i	c44028024.37
m	Rom. 4:4, 16;
V	44028025
c	e
i	c44028025.38
m	Gen. 17:10-14;
V	44028025
c	b
i	c44028025.39
m	Lev. 16:15
V	44028026
c	f
i	c44028026.40
m	[Acts 10:34]
V	44028027
c	g
i	c44028027.41
m	Matt. 12:41
V	44028027
c	e
i	c44028027.42
m	Rom. 2:17,
V	44028028
c	h
i	c44028028.43
m	[Matt. 3:9];
V	44028028
c	f
i	c44028028.44
m	Gal. 2:16
V	44028029
c	i
i	c44028029.45
m	[1 Pet. 3:4]
V	44028030
c	g
i	c44028030.46
m	Rom. 10:12;
