C	Chapter 26
V	44026001
c	a
i	c44026001.1
m	Acts 27:26
V	44026002
c	b
i	c44026002.2
m	Acts 28:4; Rom.
V	44026005
c	c
i	c44026005.3
m	Mark 16:18;
V	44026006
c	d
i	c44026006.4
m	Acts 12:22;
V	44026007
c	q
i	c44026007.5
m	Acts 26:29;
V	44026008
c	e
i	c44026008.6
m	Acts 9:40;
V	44026008
c	f
i	c44026008.7
m	Matt. 9:18;
V	44026010
c	g
i	c44026010.8
m	Matt. 15:6;
V	44026011
c	i
i	c44026011.9
m	Acts 27:6
V	44026014
c	j
i	c44026014.10
m	Rom. 1:8
V	44026016
c	k
i	c44026016.11
m	Acts 23:11;
V	44026017
c	l
i	c44026017.12
m	Acts 23:29;
V	44026018
c	n
i	c44026018.13
m	Acts 22:24;
V	44026019
c	o
i	c44026019.14
m	Acts 25:11,
V	44026020
c	p
i	c44026020.15
m	Acts 26:6,
V	44026022
c	r
i	c44026022.16
m	Luke 2:34;
V	44026023
c	s
i	c44026023.17
m	Luke 24:27;
V	44026024
c	u
i	c44026024.18
m	Acts 14:4; 19:9
V	44026026
c	v
i	c44026026.19
m	Is. 6:9, 10; Jer.
V	44026028
c	w
i	c44026028.20
m	Is. 42:1, 6;
V	44026031
c	x
i	c44026031.21
m	Acts 4:31;
