C	Chapter 11
V	44011001
c	a
i	c44011001.1
m	Acts 14:26
V	44011001
c	b
i	c44011001.2
m	Acts 11:22
V	44011002
c	d
i	c44011002.3
m	Num. 8:14;
V	44011003
c	f
i	c44011003.4
m	Matt. 9:15;
V	44011004
c	g
i	c44011004.5
m	Acts 4:36
V	44011005
c	h
i	c44011005.6
m	[Acts 13:46]
V	44011006
c	j
i	c44011006.7
m	Acts 8:9 1 NU
V	44011008
c	k
i	c44011008.8
m	Ex. 7:11; 2 Tim.
V	44011009
c	l
i	c44011009.9
m	Acts 2:4; 4:8
V	44011010
c	m
i	c44011010.10
m	Matt. 13:38;
V	44011011
c	n
i	c44011011.11
m	Ex. 9:3;
V	44011013
c	o
i	c44011013.12
m	Acts 15:38
V	44011014
c	p
i	c44011014.13
m	Acts 16:13
V	44011015
c	q
i	c44011015.14
m	Luke 4:16
V	44011016
c	s
i	c44011016.15
m	Acts 10:35
V	44011017
c	t
i	c44011017.16
m	Ex. 6:1, 6;
V	44011018
c	w
i	c44011018.17
m	Ex. 16:35;
V	44011019
c	x
i	c44011019.18
m	Deut. 7:1
V	44011020
c	z
i	c44011020.19
m	Judg. 2:16;
V	44011021
c	b
i	c44011021.20
m	1 Sam. 8:5
V	44011022
c	d
i	c44011022.21
m	1 Sam. 15:23,
V	44011023
c	h
i	c44011023.22
m	Is. 11:1 #
V	44011024
c	k
i	c44011024.23
m	Matt. 3:1;
V	44011025
c	l
i	c44011025.24
m	Matt. 3:11;
V	44011026
c	n
i	c44011026.25
m	Ps. 66:16
V	44011027
c	p
i	c44011027.26
m	Luke 23:34
V	44011028
c	q
i	c44011028.27
m	Matt. 27:22,
V	44011032
c	v
i	c44011032.28
m	[Gen. 3:15]
V	44011033
c	w
i	c44011033.29
m	Ps. 2:7; Heb.
V	44011034
c	x
i	c44011034.30
m	Is. 55:3 #
V	44011035
c	y
i	c44011035.31
m	Ps. 16:10 #;
V	44011036
c	z
i	c44011036.32
m	Acts 2:29 2 in
V	44011038
c	a
i	c44011038.33
m	Jer. 31:34
V	44011039
c	b
i	c44011039.34
m	[Is. 53:11;
V	44011041
c	c
i	c44011041.35
m	Hab. 1:5
V	44011043
c	d
i	c44011043.36
m	Acts 11:23
V	44011045
c	f
i	c44011045.37
m	Acts 18:6;
V	44011046
c	g
i	c44011046.38
m	Matt. 10:6;
V	44011047
c	j
i	c44011047.39
m	Is. 42:6; 49:6;
V	44011048
c	k
i	c44011048.40
m	[Acts 2:47]
V	44011050
c	l
i	c44011050.41
m	Acts 7:52;
V	44011051
c	m
i	c44011051.42
m	Matt. 10:14;
V	44011052
c	n
i	c44011052.43
m	Matt. 5:12;
