C	Chapter 16
V	44016002
c	a
i	c44016002.1
m	Rom. 16:3;
V	44016003
c	b
i	c44016003.2
m	Acts 20:34;
V	44016004
c	c
i	c44016004.3
m	Acts 17:2
V	44016005
c	d
i	c44016005.4
m	Acts 17:14,
V	44016006
c	f
i	c44016006.5
m	Acts 13:45
V	44016008
c	k
i	c44016008.6
m	1 Cor. 1:14
V	44016009
c	l
i	c44016009.7
m	Acts 23:11
V	44016010
c	m
i	c44016010.8
m	Jer. 1:18,
V	44016015
c	n
i	c44016015.9
m	Acts 23:29;
V	44016017
c	o
i	c44016017.10
m	1 Cor. 1:1 4 NU
V	44016018
c	p
i	c44016018.11
m	Num. 6:2, 5,
V	44016021
c	r
i	c44016021.12
m	Acts 19:21;
V	44016022
c	t
i	c44016022.13
m	Acts 8:40 7 To
V	44016023
c	u
i	c44016023.14
m	Gal. 1:2 v Acts
V	44016024
c	w
i	c44016024.15
m	Acts 19:1;
V	44016025
c	x
i	c44016025.16
m	Rom. 12:11
V	44016027
c	z
i	c44016027.17
m	1 Cor. 3:6
V	44016028
c	a
i	c44016028.18
m	Acts 9:22;
