C	Chapter 8
V	44008001
c	a
i	c44008001.1
m	Acts 7:57; 8:1,
V	44008002
c	b
i	c44008002.2
m	Acts 22:5
V	44008003
c	c
i	c44008003.3
m	Acts 22:6;
V	44008004
c	d
i	c44008004.4
m	[Matt. 25:40]
V	44008007
c	e
i	c44008007.5
m	Dan. 10:7; John
V	44008010
c	f
i	c44008010.6
m	Acts 22:12
V	44008011
c	g
i	c44008011.7
m	Acts 21:39; 22:3
V	44008013
c	h
i	c44008013.8
m	Acts 9:1 2 bad
V	44008014
c	i
i	c44008014.9
m	Acts 7:59;
V	44008015
c	j
i	c44008015.10
m	Acts 13:2;
V	44008016
c	n
i	c44008016.11
m	Acts 20:23;
V	44008017
c	p
i	c44008017.12
m	Acts 22:12,
V	44008019
c	s
i	c44008019.13
m	Acts 26:20
V	44008021
c	t
i	c44008021.14
m	Acts 8:3; 9:13;
V	44008022
c	u
i	c44008022.15
m	Acts 18:28
V	44008023
c	v
i	c44008023.16
m	Acts 23:12;
V	44008024
c	w
i	c44008024.17
m	2 Cor. 11:32
V	44008025
c	x
i	c44008025.18
m	Josh. 2:15;
V	44008026
c	y
i	c44008026.19
m	Acts 22:17-20;
V	44008027
c	z
i	c44008027.20
m	Acts 4:36; 13:2
V	44008028
c	b
i	c44008028.21
m	Gal. 1:18
V	44008029
c	c
i	c44008029.22
m	Acts 6:1; 11:20
V	44008031
c	e
i	c44008031.23
m	Acts 5:11; 8:1;
V	44008031
c	g
i	c44008031.24
m	Ps. 34:9
V	44008032
c	j
i	c44008032.25
m	Acts 8:14
V	44008034
c	k
i	c44008034.26
m	[Acts 3:6, 16;
V	44008035
c	l
i	c44008035.27
m	1 Chr. 5:16;
V	44008036
c	n
i	c44008036.28
m	1 Tim. 2:10;
V	44008037
c	o
i	c44008037.29
m	Acts 1:13; 9:39
V	44008040
c	p
i	c44008040.30
m	Matt. 9:25
V	44008042
c	s
i	c44008042.31
m	John 11:45
V	44008043
c	t
i	c44008043.32
m	Acts 10:6
