C	Chapter 23
V	20023002
c	b
i	c20023002.1
m	Ezek. 3:24; Dan. 8:18
V	20023003
c	c
i	c20023003.2
m	Ezek. 5:6; 20:8, 13, 18 d
V	20023004
c	e
i	c20023004.3
m	Ps. 95:8; Is. 48:4; Jer. 5:3; 6:15;
V	20023005
c	f
i	c20023005.4
m	Is. 6:9, 10; Ezek. 3:11, 26, 27; [Matt. 10:12-15; Acts 13:46] g Ezek. 3:26 h Ezek. 33:33; [Luke 10:10, 11; John 15:22]
V	20023006
c	i
i	c20023006.5
m	Is. 51:12; Jer. 1:8, 17; Ezek. 3:9; Luke 12:4 j [2 Sam. 23:6, 7; Is. 9:18]; Jer. 6:28; Ezek. 28:24; Mic. 7:4
V	20023006
c	k
i	c20023006.6
m	Ezek. 3:9; [1 Pet. 3:14] l Ezek. 3:9,
V	20023007
c	m
i	c20023007.7
m	Jer. 1:7, 17; [Ezek. 3:10, 17]
V	20023008
c	n
i	c20023008.8
m	Ezek. 3:1-3; Rev. 10:9
V	20023009
c	o
i	c20023009.9
m	Jer. 1:9; [Ezek. 8:3] p Jer. 36:2; Ezek. 3:1; Rev. 5:1-
