C	Chapter 18
V	20018001
c	a
i	c20018001.1
m	[Lam. 3:44]
V	20018001
c	b
i	c20018001.2
m	Matt. 11:23 c
V	20018002
c	e
i	c20018002.3
m	Ps. 21:9; Lam. 3:43 f Ps. 89:39, 40; Is. 43:28
V	20018003
c	g
i	c20018003.4
m	Ps. 74:11; Jer. 21:4, 5 h Ps. 89:46
V	20018004
c	i
i	c20018004.5
m	Is. 63:10
V	20018004
c	j
i	c20018004.6
m	Ezek. 24:25
V	20018005
c	k
i	c20018005.7
m	Jer. 30:14 l 2 Kin. 25:9; Jer. 52:13; Lam. 2:2
V	20018006
c	m
i	c20018006.8
m	Ps. 80:12; 89:40; Is. 5:5; Jer. 7:14 n Is. 1:8; Jer. 52:13 o Is. 43:28
V	20018007
c	p
i	c20018007.9
m	Ezek. 24:21
V	20018007
c	q
i	c20018007.10
m	Ps. 74:3-8
V	20018008
c	r
i	c20018008.11
m	Jer. 52:14 s [2 Kin. 21:13; Is. 34:11; Amos 7:7-9]
V	20018009
c	u
i	c20018009.12
m	Deut. 28:36; 2 Kin. 24:15; 25:7; Lam. 1:3; 4:20 v 2 Chr. 15:3
V	20018009
c	w
i	c20018009.13
m	Ps. 74:9; Mic.
V	20018010
c	x
i	c20018010.14
m	Job 2:13; Is. 3:26 y Job 2:12; Ezek. 27:30 z Is. 15:3; Jon. 3:6-8 7 A
V	20018011
c	a
i	c20018011.15
m	Ps. 6:7; Lam. 3:48 b Job 16:13; Ps. 22:14 c Lam.
V	20018013
c	d
i	c20018013.16
m	Lam. 1:12; Dan. 9:12
V	20018014
c	e
i	c20018014.17
m	Jer. 2:8; 23:25- Ezek. 13:2 f Is. 58:1; Ezek. 23:36; Mic. 3:8 g Jer. 23:33-36; Ezek.
V	20018015
c	h
i	c20018015.18
m	1 Kin. 9:8; Job 27:23; Jer. 18:16; Ezek. 25:6; Nah. 3:19 i 2 Kin. 19:21; Ps. 44:14 j [Ps. 48:2; 50:2]; Ezek.
V	20018016
c	k
i	c20018016.19
m	Job 16:9, 10; Ps. 22:13; Lam. 3:46 l Ps. 56:2; 124:3; Jer. 51:34
V	20018016
c	m
i	c20018016.20
m	Lam. 1:21; [Obad. 12-15] n Ps.
V	20018017
c	o
i	c20018017.21
m	Lev. 26:16
V	20018017
c	p
i	c20018017.22
m	Ps. 38:16
V	20018018
c	q
i	c20018018.23
m	Jer. 14:17;
V	20018019
c	r
i	c20018019.24
m	Ps. 119:147 s
V	20018020
c	u
i	c20018020.25
m	Lev. 26:29; Deut. 28:53; Jer. 19:9; Lam. 4:10; Ezek. 5:10 5 Vg. a
V	20018021
c	v
i	c20018021.26
m	2 Chr. 36:17; Jer. 6:11 w Jer.
V	20018022
c	x
i	c20018022.27
m	Ps. 31:13; Is. 24:17; Jer. 6:25
V	20018022
c	y
i	c20018022.28
m	Hos. 9:12 z Jer.
