C	Chapter 25
V	20025002
c	a
i	c20025002.1
m	Jer. 6:6; Ezek. 21:22 b 2 Kin. 25:1
V	20025003
c	c
i	c20025003.2
m	Jer. 39:1, 2; Ezek. 5:2 d Ezek.
V	20025013
c	g
i	c20025013.3
m	Dan. 1:8; Hos. 9:3
V	20025014
c	h
i	c20025014.4
m	Acts 10:14
V	20025014
c	i
i	c20025014.5
m	Ex. 22:31; Lev. 17:15; 22:8; Ezek. 44:31 j Deut. 14:3; Is. 65:4; 66:17 flesh, Lev. 7:18
V	20025016
c	k
i	c20025016.6
m	Lev. 26:26; Ps. 105:16; Is. 3:1; Ezek. 5:16; 14:13
V	20025016
c	l
i	c20025016.7
m	Ezek. 4:10, 11; 12:19 m Ezek. 4:11
V	20025017
c	n
i	c20025017.8
m	Lev. 26:39; Ezek. 24:23
