C	Chapter 7
V	20007001
c	a
i	c20007001.1
m	Jer. 42:9-18
V	20007002
c	b
i	c20007002.2
m	Jer. 42:1
V	20007003
c	c
i	c20007003.3
m	Jer. 36:4; 45:1
V	20007004
c	d
i	c20007004.4
m	2 Kin. 25:26
V	20007005
c	e
i	c20007005.5
m	Jer. 40:11,
V	20007006
c	f
i	c20007006.6
m	Jer. 41:10 g Jer.
V	20007007
c	h
i	c20007007.7
m	Jer. 42:19 i Jer.
V	20007008
c	j
i	c20007008.8
m	Jer. 44:1-30
V	20007010
c	k
i	c20007010.9
m	Jer. 25:9; 27:6; Ezek. 29:18,
V	20007011
c	l
i	c20007011.10
m	Is. 19:1-25; Jer. Ezek. 29:19,
V	20007011
c	m
i	c20007011.11
m	Jer. 15:2; Zech.
V	20007012
c	n
i	c20007012.12
m	Ex. 12:12; Is. 19:1; Jer. 46:25; Ezek. 30:13 3 So
