C	Chapter 31
V	20031001
c	a
i	c20031001.1
m	Ezek. 3:12,
V	20031003
c	d
i	c20031003.2
m	Ezek. 12:22, 27; 2 Pet. 3:4 e Jer. 1:13; Ezek. 11:7,
V	20031005
c	f
i	c20031005.3
m	Ezek. 2:2; 3:24 g [Jer. 16:17; 17:10]
V	20031006
c	h
i	c20031006.4
m	Is. 1:15; Ezek.
V	20031007
c	i
i	c20031007.5
m	Ezek. 24:3, 6; Mic. 3:2, 3 j 2 Kin. 25:18-22; Jer. 52:24-27; Ezek.
V	20031008
c	k
i	c20031008.6
m	Jer. 42:16
V	20031009
c	l
i	c20031009.7
m	Ezek. 5:8
V	20031010
c	m
i	c20031010.8
m	2 Kin. 25:19- 21; Jer. 39:6; 52:10 n 1 Kin. 8:65; 2 Kin. 14:25 o Ps. 9:16; Ezek. 6:7; 13:9, 14,
V	20031011
c	p
i	c20031011.9
m	Ezek. 11:3,
V	20031012
c	q
i	c20031012.10
m	Lev. 18:3, 24; Deut. 12:30, 31; Ezek. 8:10, 14,
V	20031013
c	r
i	c20031013.11
m	Acts 5:5
V	20031013
c	s
i	c20031013.12
m	Ezek. 9:8
V	20031014
c	b
i	c20031014.13
m	Ezek. 10:19
V	20031016
c	t
i	c20031016.14
m	Ps. 90:1; 91:9; Is. 8:14; Jer. 29:7,
V	20031017
c	u
i	c20031017.15
m	Is. 11:11-16; Jer. 3:12, 18; 24:5; Ezek. 20:41, 42;
V	20031018
c	v
i	c20031018.16
m	Ezek. 37:23
V	20031019
c	w
i	c20031019.17
m	Jer. 32:39; Ezek. 36:26; Zeph. 3:9 x Ps. 51:10; [Jer. 31:33]; Ezek. 18:31 y Zech. 7:12;
V	20031020
c	z
i	c20031020.18
m	Ps. 105:45
V	20031021
c	b
i	c20031021.19
m	Ezek. 9:10
V	20031022
c	c
i	c20031022.20
m	Ezek. 1:19
V	20031023
c	d
i	c20031023.21
m	Ezek. 8:4; 9:3
V	20031023
c	e
i	c20031023.22
m	Zech. 14:4 f Ezek.
V	20031024
c	g
i	c20031024.23
m	Ezek. 8:3; 2 Cor. 12:2-4
