C	Chapter 12
V	27012002
c	c
i	c27012002.1
m	Acts 4:31
V	27012004
c	d
i	c27012004.2
m	Matt. 3:11; 5:6; 10:20; Luke 3:16; John 14:16; 16:7-15; Acts 1:5
V	27012004
c	e
i	c27012004.3
m	Mark 16:17; Acts 10:46; 19:6; [1 Cor.
V	27012005
c	f
i	c27012005.4
m	Luke 2:25; Acts 8:2
V	27012006
c	g
i	c27012006.5
m	Acts 4:32
V	27012015
c	j
i	c27012015.6
m	1 Thess. 5:7
V	27012017
c	k
i	c27012017.7
m	Is. 44:3; Ezek. 11:19; Joel 2:28-32; [Zech. 12:10; John 7:38] l Acts 10:45
V	27012017
c	m
i	c27012017.8
m	Acts 21:9
V	27012018
c	n
i	c27012018.9
m	Acts 21:4, 9; 1 Cor. 12:10
V	27012019
c	o
i	c27012019.10
m	Joel 2:30
V	27012020
c	p
i	c27012020.11
m	Is. 13:10; Ezek. 32:7; Matt. 24:29; Mark 13:24, 25; Luke 21:25; Rev. 6:12
V	27012021
c	q
i	c27012021.12
m	Rom. 10:13
V	27012022
c	r
i	c27012022.13
m	Is. 50:5 #; John 3:2; 5:6; Acts
V	27012023
c	s
i	c27012023.14
m	Matt. 26:4; Luke 22:22; Acts 3:18; 4:28; [1 Pet. 1:20] t Acts 5:30
V	27012024
c	u
i	c27012024.15
m	[Rom. 8:11; 1 Cor. 6:14; 2 Cor. 4:14; Eph. 1:20; Col. 2:12]; 1 Thess. 1:10; Heb. 13:20
V	27012027
c	w
i	c27012027.16
m	Acts 13:30-37
V	27012029
c	x
i	c27012029.17
m	Acts 13:36
V	27012030
c	y
i	c27012030.18
m	2 Sam. 7:12; Ps. 132:11 #; Luke 1:32; Rom. 1:3; 2 Tim. 2:8 9 NU He
V	27012031
c	z
i	c27012031.19
m	Ps. 16:10; Is.
V	27012032
c	a
i	c27012032.20
m	Acts 2:24
V	27012032
c	b
i	c27012032.21
m	Acts 1:8; 3:15
V	27012033
c	c
i	c27012033.22
m	Ps. 68:18 #; [Acts 5:31]; Phil. 2:9 d Ps. 110:1; Mark 16:19; [Heb. 10:12] e Luke 24:49; [John 14:26]
V	27012033
c	f
i	c27012033.23
m	Matt. 3:11; 5:6; Luke 3:16; 22:69; John 14:16;16:7- 15; Acts 2:1-11, 17; 10:45; Eph. 4:8
V	27012034
c	g
i	c27012034.24
m	Ps. 68:18; 110:1 #; Matt. 22:44; Luke 23:43; John 20:17; 1 Cor. 15:25; Eph. 1:20; Heb. 1:13
V	27012037
c	h
i	c27012037.25
m	[Zech. 12:10]; Luke 3:10, 12, 14; John 16:8 #
V	27012038
c	i
i	c27012038.26
m	Luke 24:47
V	27012039
c	j
i	c27012039.27
m	Joel 2:28,
V	27012039
c	k
i	c27012039.28
m	Acts 11:15, 18; Eph. 2:13
V	27012042
c	l
i	c27012042.29
m	Acts 1:14; Rom. 12:12; Eph. 6:18; Col. 4:2; Heb. 10:25 5 teaching
V	27012044
c	n
i	c27012044.30
m	Acts 4:32, 34,
V	27012045
c	o
i	c27012045.31
m	Is. 58:7
V	27012046
c	p
i	c27012046.32
m	Acts 1:14
V	27012046
c	q
i	c27012046.33
m	Luke 24:53
V	27012046
c	r
i	c27012046.34
m	Luke 24:30; Acts 2:42; 20:7; [1 Cor.
V	27012047
c	s
i	c27012047.35
m	Acts 5:14
