C	Chapter 11
V	27011001
c	a
i	c27011001.1
m	Luke 1:3
V	27011002
c	b
i	c27011002.2
m	Mark 16:19; Acts 1:9, 11,
V	27011002
c	c
i	c27011002.3
m	Matt. 28:19; Mark 16:15; John 20:21; Acts 10:42
V	27011007
c	i
i	c27011007.4
m	1 Thess. 5:1
V	27011007
c	j
i	c27011007.5
m	Matt. 24:36; Mark 13:32
V	27011008
c	k
i	c27011008.6
m	[Acts 2:1, 4] l Luke 24:49
V	27011008
c	m
i	c27011008.7
m	Luke 24:48; John 15:27 n Acts 8:1, 5,
V	27011009
c	p
i	c27011009.8
m	Luke 24:50,
V	27011009
c	q
i	c27011009.9
m	Ps. 68:18; 110:1; Mark 16:19; Luke 23:43; John 20:17; Acts 1:2; [Heb. 4:14; 9:24; 1 Pet.
V	27011010
c	r
i	c27011010.10
m	Matt. 28:3; Mark 16:5; Luke 24:4; John 20:12; Acts 10:3,
V	27011011
c	s
i	c27011011.11
m	Dan. 7:13; Mark 13:26; Luke 21:27; [John 14:3]; 2 Thess. 1:10; Rev. 1:7
V	27011012
c	t
i	c27011012.12
m	Luke 24:52
V	27011013
c	u
i	c27011013.13
m	Mark 14:15; Luke 22:12; Acts
V	27011013
c	v
i	c27011013.14
m	Matt. 10:2-4
V	27011013
c	w
i	c27011013.15
m	Luke 6:15
V	27011013
c	x
i	c27011013.16
m	Jude
V	27011014
c	o
i	c27011014.17
m	Matt. 28:19; Mark 16:15; Rom. 10:18; Col. 1:23; [Rev. 14:6] 3 NU
V	27011014
c	z
i	c27011014.18
m	Luke 23:49,
V	27011015
c	b
i	c27011015.19
m	Luke 22:32; Rev. 3:4 6 NU
V	27011016
c	c
i	c27011016.20
m	Ps. 41:9 #
V	27011016
c	d
i	c27011016.21
m	Matt. 26:47; Mark 14:43; Luke 22:47; John 18:3
V	27011017
c	e
i	c27011017.22
m	Matt. 10:4
V	27011017
c	f
i	c27011017.23
m	Acts 1:25
V	27011018
c	g
i	c27011018.24
m	Matt. 27:3-10
V	27011018
c	h
i	c27011018.25
m	Matt. 18:7; 26:14, 15, 24; Mark 14:21; Luke 22:22; John
V	27011020
c	i
i	c27011020.26
m	Ps. 69:25
V	27011020
c	j
i	c27011020.27
m	Ps. 109:8 #
V	27011022
c	k
i	c27011022.28
m	Acts 1:9 l Acts
V	27011023
c	m
i	c27011023.29
m	Acts 15:22
V	27011024
c	n
i	c27011024.30
m	1 Sam. 16:7; Jer. 17:10; Acts 1:2
V	27011025
c	o
i	c27011025.31
m	Acts 1:17
V	27011055
c	a
i	c27011055.32
m	Matt. 13:55
