C	Chapter 5
V	27005002
c	b
i	c27005002.1
m	[Matt. 13:12]
V	27005003
c	c
i	c27005003.2
m	[John 13:10; 17:17]; Eph. 5:26
V	27005004
c	d
i	c27005004.3
m	John 17:23; Eph. 3:17; [Col.
V	27005005
c	e
i	c27005005.4
m	Hos. 14:8; [Gal. 5:22, 23] f 2 Cor.
V	27005006
c	g
i	c27005006.5
m	Matt. 3:10
V	27005007
c	h
i	c27005007.6
m	1 John 2:14
V	27005007
c	i
i	c27005007.7
m	John 14:13; 16:23
V	27005008
c	j
i	c27005008.8
m	Ps. 22:23; [Matt. 5:16]; John 13:31; 17:4; [Phil. 1:11]; 1 Pet. 4:11
V	27005008
c	k
i	c27005008.9
m	John 8:31
V	27005009
c	l
i	c27005009.10
m	John 5:20; 17:26
V	27005010
c	m
i	c27005010.11
m	John 14:15
V	27005011
c	n
i	c27005011.12
m	[John 16:24]; 1 John 1:4
V	27005012
c	o
i	c27005012.13
m	John 13:34; 1 John 3:11 p Rom.
V	27005013
c	q
i	c27005013.14
m	Eph. 5:2; 1 John 3:16
V	27005014
c	r
i	c27005014.15
m	[Matt. 12:50; 28:20]; John 14:15, 21; Acts 10:42; 1 John 3:23,
V	27005015
c	s
i	c27005015.16
m	Gen. 18:17
V	27005016
c	t
i	c27005016.17
m	John 6:70; 13:18; 15:19; 1 John 4:10 u [Matt. 28:19; Mark 16:15; Col. 1:6]
V	27005019
c	x
i	c27005019.18
m	1 John 4:5
V	27005019
c	y
i	c27005019.19
m	John 17:14
V	27005020
c	z
i	c27005020.20
m	Matt. 10:24; John 13:16 a Ezek.
V	27005021
c	b
i	c27005021.21
m	Matt. 10:22; 24:9; [1 Pet. 4:14]; Rev. 2:3
V	27005022
c	c
i	c27005022.22
m	John 9:41; 15:24 d [Rom. 1:20; James 4:17]
V	27005023
c	e
i	c27005023.23
m	1 John 2:23
V	27005024
c	f
i	c27005024.24
m	John 3:2
V	27005024
c	g
i	c27005024.25
m	John 14:9
V	27005025
c	h
i	c27005025.26
m	Ps. 35:19;
V	27005026
c	i
i	c27005026.27
m	Luke 24:49; [John 14:17]; Acts 2:4, 33 j 1 John 5:6
V	27005027
c	k
i	c27005027.28
m	Luke 24:48; 1 Pet. 5:1; 2 Pet. 1:16 l Matt. 3:14; Luke 1:2; 1 John
