C	Chapter 7
V	27007001
c	a
i	c27007001.1
m	John 12:23
V	27007001
c	b
i	c27007001.2
m	2 Sam. 15:23; 1 Kin. 2:37; 15:13; 2 Kin. 23:4, 6, 12; 2 Chr. 15:16; 29:16; 30:14; Jer. 31:40
V	27007002
c	b
i	c27007002.3
m	Dan. 7:14; Matt. 11:27; John 3:35; [Phil. 2:10; Heb. 2:8] 1 M shall
V	27007002
c	c
i	c27007002.4
m	John 6:37, 39;
V	27007002
c	c
i	c27007002.5
m	Luke 21:37;
V	27007003
c	d
i	c27007003.6
m	[Is. 53:11]; Jer. 9:23, 24 e 1 Cor. 8:4; 1 Thess. 1:9
V	27007003
c	f
i	c27007003.7
m	John 3:34
V	27007003
c	d
i	c27007003.8
m	Matt. 26:47-56; Mark 14:43-50; Luke 22:47-53; Acts 1:16
V	27007004
c	g
i	c27007004.9
m	John 13:31 # h [Dan. 9:24]; John 4:34; 19:30 i Is. 49:3; 50:5; John
V	27007004
c	e
i	c27007004.10
m	John 6:64; 13:1,
V	27007005
c	j
i	c27007005.11
m	Prov. 8:22-30; John 1:1, 2; Phil.
V	27007005
c	f
i	c27007005.12
m	Matt. 21:11; Mark 1:24; 14:67; 16:6; Luke 18:37; 24:19 g Ps. 41:9; Matt. 20:18; 26:21;
V	27007008
c	n
i	c27007008.13
m	John 8:28 o John
V	27007009
c	h
i	c27007009.14
m	[John 6:39;
V	27007010
c	r
i	c27007010.15
m	John 16:15
V	27007010
c	i
i	c27007010.16
m	Matt. 26:51; Mark 14:47; Luke
V	27007011
c	s
i	c27007011.17
m	[Mark 16:19; Luke 24:51]; John 13:1; [Acts 1:9; Heb. 4:14; 9:24; 1 Pet. 3:22]
V	27007011
c	t
i	c27007011.18
m	[1 Pet. 1:5]; Jude 1 u John
V	27007011
c	j
i	c27007011.19
m	Matt. 20:22; 26:39; Mark 14:36; Luke 22:42
V	27007012
c	v
i	c27007012.20
m	Heb. 2:13 w [John 6:39; 18:9]; 1 John 2:19 x Matt. 27:4, 5; John 6:70; Acts 1:16-20 y Ps. 41:9; 109:8; John 13:18; Acts 1:20
V	27007013
c	k
i	c27007013.21
m	Matt. 26:57
V	27007013
c	l
i	c27007013.22
m	Luke 3:2; John 18:24; Acts 4:6
V	27007013
c	m
i	c27007013.23
m	Matt. 26:3; John
V	27007014
c	z
i	c27007014.24
m	Matt. 24:9; Luke 6:22; 21:17; John 15:19; 1 John 3:13 a John 8:23
V	27007014
c	n
i	c27007014.25
m	John 11:50
V	27007015
c	b
i	c27007015.26
m	Matt. 6:13; Gal. 1:4; 2 Thess. 3:3; [2 Tim. 4:18]; 2 Pet. 2:9; 1 John
V	27007015
c	o
i	c27007015.27
m	Matt. 26:58; Mark 14:54; Luke 22:54 p John 20:2-5
V	27007016
c	q
i	c27007016.28
m	Matt. 26:69; Mark 14:66-68; Luke 22:55-57
V	27007017
c	c
i	c27007017.29
m	[Acts 15:9; Eph. 5:26; 1 Pet. 1:22] d Ps. 119:9,
V	27007017
c	r
i	c27007017.30
m	Matt. 26:34
