C	Chapter 2
V	61002001
c	a
i	c61002001.1
m	Ezek. 40:3–
V	61002001
c	b
i	c61002001.2
m	Num. 23:18
V	61002002
c	c
i	c61002002.3
m	Ezek. 40:17,
V	61002003
c	g
i	c61002003.4
m	Deut. 17:6;
V	61002004
c	j
i	c61002004.5
m	Ps. 52:8; Jer.
V	61002005
c	k
i	c61002005.6
m	2 Kin. 1:10-12;
V	61002006
c	m
i	c61002006.7
m	1 Kin. 17:1;
V	61002007
c	n
i	c61002007.8
m	Luke 13:32
V	61002008
c	r
i	c61002008.9
m	Rev. 14:8 s Heb.
V	61002008
c	s
i	c61002008.10
m	Rev. 8:5 t Rev.
V	61002009
c	t
i	c61002009.11
m	Rev. 17:15
V	61002010
c	v
i	c61002010.12
m	Rev. 12:12
V	61002011
c	y
i	c61002011.13
m	Rev. 11:9
V	61002012
c	a
i	c61002012.14
m	Is. 14:13
V	61002012
c	b
i	c61002012.15
m	Is. 60:8; Acts 1:9 c 2 Kin. 2:11, 12 5 M I
V	61002013
c	d
i	c61002013.16
m	Rev. 6:12; 8:5; 11:19; 16:18
V	61002013
c	e
i	c61002013.17
m	Rev. 16:19 f Josh. 7:19; John
V	61002015
c	h
i	c61002015.18
m	Rev. 8:2; 10:7
V	61002016
c	l
i	c61002016.19
m	Matt. 19:28;
V	61002017
c	n
i	c61002017.20
m	Rev. 16:5
V	61002018
c	p
i	c61002018.21
m	Ps. 2:1 q Dan.
V	61002019
c	r
i	c61002019.22
m	Rev. 4:1; 15:5,
