C	Chapter 7
V	01007002
c	a
i	c01007002.1
m	Is. 13:6; 15:2; Ezek. 21:12; Joel
V	01007003
c	b
i	c01007003.2
m	Ezek. 7:7, 12; Joel 2:1; Obad. 15; Zeph. 1:7
V	01007004
c	c
i	c01007004.3
m	Ezek. 29:19
V	01007004
c	d
i	c01007004.4
m	Jer. 50:15
V	01007005
c	e
i	c01007005.5
m	Jer. 25:20,
V	01007006
c	f
i	c01007006.6
m	Ezek. 29:10
V	01007007
c	g
i	c01007007.7
m	Jer. 25:18-26; Ezek. 29:12
V	01007009
c	h
i	c01007009.8
m	Is. 18:1,
V	01007010
c	i
i	c01007010.9
m	Ezek. 29:19
V	01007011
c	j
i	c01007011.10
m	Ezek. 28:7;
V	01007012
c	k
i	c01007012.11
m	Is. 19:5,
V	01007012
c	l
i	c01007012.12
m	Is. 19:4
V	01007013
c	m
i	c01007013.13
m	Is. 19:1; Jer. 43:12; 46:25; Zech. 13:2
V	01007013
c	n
i	c01007013.14
m	Zech. 10:11 o Is.
V	01007014
c	p
i	c01007014.15
m	Is. 11:11; Jer. 44:1, 15; Ezek. 29:14 q Ps. 78:12, 43; Is. 19:11,
V	01007014
c	r
i	c01007014.16
m	Jer. 46:25; Ezek. 30:15, 16; Nah.
V	01007015
c	s
i	c01007015.17
m	Jer. 46:25
V	01007016
c	t
i	c01007016.18
m	Ezek. 30:8
V	01007018
c	u
i	c01007018.19
m	Jer. 2:16
V	01007021
c	w
i	c01007021.20
m	Jer. 48:25
V	01007022
c	y
i	c01007022.21
m	Jer. 46:25; Ezek. 29:3 z Ps.
V	01007023
c	a
i	c01007023.22
m	Ezek. 29:12;
V	01007025
c	b
i	c01007025.23
m	Ps. 9:16
V	01007026
c	c
i	c01007026.24
m	Ezek. 29:12
