C	Chapter 2
V	01002002
c	a
i	c01002002.1
m	Ezek. 35:2 b Jer. 49:1; Ezek. 21:28; Amos 1:13-15; Zeph. 2:9
V	01002003
c	c
i	c01002003.2
m	Ps. 70:2, 3; [Prov. 17:5]; Ezek.
V	01002005
c	d
i	c01002005.3
m	Deut. 3:11;
V	01002005
c	e
i	c01002005.4
m	Is. 17:2 f Ezek.
V	01002006
c	g
i	c01002006.5
m	Job 27:23; Lam. 2:15; Nah. 3:19; Zeph. 2:15 h Ezek.
V	01002007
c	i
i	c01002007.6
m	Ezek. 35:3
V	01002008
c	j
i	c01002008.7
m	Is. 15:6; Jer. 48:1; Amos 2:1,
V	01002008
c	k
i	c01002008.8
m	Ezek. 35:2,
V	01002009
c	l
i	c01002009.9
m	Num. 32:3, 38; Josh. 13:17; 1 Chr. 5:8; Jer. 48:23
V	01002010
c	m
i	c01002010.10
m	Ezek. 25:4
V	01002010
c	n
i	c01002010.11
m	Ezek. 21:32
V	01002014
c	p
i	c01002014.12
m	Is. 11:14
V	01002015
c	q
i	c01002015.13
m	Jer. 25:20; Amos 1–6 r 2 Chr.
V	01002016
c	s
i	c01002016.14
m	Zeph. 2:4 t
V	01002016
c	u
i	c01002016.15
m	Jer. 47:4
V	01002017
c	v
i	c01002017.16
m	Ezek. 5:15
V	01002017
c	w
i	c01002017.17
m	Ps. 9:16
