C	Chapter 4
V	01004002
c	a
i	c01004002.1
m	Ezek. 26:17
V	01004003
c	b
i	c01004003.2
m	Ezek. 26:17; 28:2 c Is. 23:3
V	01004003
c	d
i	c01004003.3
m	Ezek. 28:12
V	01004005
c	e
i	c01004005.4
m	Deut. 3:9; 1 Chr. 5:23; Song
V	01004006
c	f
i	c01004006.5
m	Is. 2:12, 13; Zech. 11:2 g Gen. 10:4; Is. 23:1, 12; Jer. 2:10
V	01004009
c	h
i	c01004009.6
m	Josh. 13:5; 1 Kin. 5:18; Ps.
V	01004011
c	i
i	c01004011.7
m	Ezek. 27:3
V	01004013
c	k
i	c01004013.8
m	Gen. 10:2; Is. 66:19; Ezek. 27:19
V	01004013
c	l
i	c01004013.9
m	Joel 3:3-6; Rev.
V	01004014
c	m
i	c01004014.10
m	Gen. 10:3; Ezek. 38:6
V	01004015
c	n
i	c01004015.11
m	Gen. 10:7; Is.
V	01004017
c	o
i	c01004017.12
m	Judg. 11:33; 1 Kin. 5:9, 11; Ezra 3:7; Acts 12:20
V	01004020
c	q
i	c01004020.13
m	Gen. 25:3
V	01004021
c	r
i	c01004021.14
m	Gen. 25:13; Is. 60:7; Jer. 49:28
V	01004022
c	s
i	c01004022.15
m	Gen. 10:7; 1 Kin. 10:1, 2; Ps. 72:10; Is. 60:6; Ezek. 38:13
V	01004023
c	t
i	c01004023.16
m	Gen. 11:31; 2 Kin. 19:12; Is. 37:12 u Gen. 25:3
V	01004025
c	v
i	c01004025.17
m	Ps. 48:7; Is. 2:16 w Ezek. 27:4
V	01004026
c	x
i	c01004026.18
m	Ps. 48:7; Jer. 18:17; Acts 27:14
V	01004027
c	y
i	c01004027.19
m	[Prov. 11:4]
V	01004028
c	z
i	c01004028.20
m	Ezek. 26:15
V	01004030
c	b
i	c01004030.21
m	1 Sam. 4:12;
V	01004031
c	d
i	c01004031.22
m	Is. 15:2; Jer. 16:6; Ezek. 29:18
V	01004032
c	e
i	c01004032.23
m	Ezek. 26:17
V	01004032
c	f
i	c01004032.24
m	Ezek. 26:4, 5; Rev.
V	01004033
c	g
i	c01004033.25
m	Rev. 18:19
V	01004034
c	h
i	c01004034.26
m	Ezek. 26:19
V	01004034
c	i
i	c01004034.27
m	Ezek. 27:27
V	01004035
c	j
i	c01004035.28
m	Is. 23:6; Ezek.
V	01004036
c	k
i	c01004036.29
m	Jer. 18:16; Zeph. 2:15 l Ezek. 26:2 m Ps. 37:10, 36; Ezek. 28:19
