C	Chapter 8
V	01008001
c	a
i	c01008001.1
m	Jer. 52:5, 6; Ezek. 30:20; 32:1
V	01008002
c	b
i	c01008002.2
m	Ezek. 31:18
V	01008003
c	c
i	c01008003.3
m	Is. 10:33, 34; Ezek. 17:3, 4, 22; 31:16; Dan. 4:10,
V	01008004
c	d
i	c01008004.4
m	Jer. 51:36; Ezek. 29:3-9
V	01008005
c	e
i	c01008005.5
m	Dan. 4:11
V	01008006
c	f
i	c01008006.6
m	Ezek. 17:23; 31:13; Dan. 4:12, 21; Matt. 13:32
V	01008008
c	g
i	c01008008.7
m	Gen. 2:8, 9; 13:10; Is. 51:3; Ezek. 28:13; 31:16, 1 Kin. 5:7–10; 7:2, 3; Ps. 29:5). Assyria at one time was the high- 15–18; Gen. 2:10–14).
V	01008010
c	h
i	c01008010.8
m	2 Chr. 32:25; Is. 10:12; 14:13, 14; Ezek. 28:17; Dan.
V	01008011
c	i
i	c01008011.9
m	Ezek. 30:10; Dan. 5:18,
V	01008012
c	j
i	c01008012.10
m	Ezek. 28:7;
V	01008012
c	k
i	c01008012.11
m	Ezek. 32:5; 35:8
V	01008012
c	l
i	c01008012.12
m	Ezek. 30:24,
V	01008013
c	m
i	c01008013.13
m	Is. 18:6; Ezek.
V	01008014
c	n
i	c01008014.14
m	Ps. 82:7
V	01008014
c	o
i	c01008014.15
m	Ezek. 32:18
V	01008015
c	p
i	c01008015.16
m	Ezek. 32:22,
V	01008016
c	q
i	c01008016.17
m	Ezek. 26:15; Hag. 2:7 r Is. 14:15; Ezek. 32:18 s Is. 14:8; Hab. 2:17
V	01008016
c	t
i	c01008016.18
m	Ezek. 32:31
V	01008017
c	u
i	c01008017.19
m	Lam. 4:20
V	01008018
c	v
i	c01008018.20
m	Ezek. 32:19
V	01008018
c	w
i	c01008018.21
m	Jer. 9:25, 26; Ezek. 28:10;
