C	Chapter 13
V	46013001
c	a
i	c46013001.1
m	1 Cor. 3:9
V	46013002
c	c
i	c46013002.2
m	Is. 49:8 #
V	46013003
c	d
i	c46013003.3
m	Rom. 14:13
V	46013004
c	e
i	c46013004.4
m	1 Cor. 4:1
V	46013005
c	f
i	c46013005.5
m	2 Cor. 11:23
V	46013007
c	g
i	c46013007.6
m	2 Cor. 7:14
V	46013009
c	j
i	c46013009.7
m	2 Cor. 4:2; 5:11
V	46013010
c	m
i	c46013010.8
m	1 Cor. 1:5;
V	46013011
c	n
i	c46013011.9
m	Is. 60:5; 2 Cor.
V	46013012
c	o
i	c46013012.10
m	2 Cor. 12:15
V	46013013
c	p
i	c46013013.11
m	1 Cor. 4:14
V	46013014
c	q
i	c46013014.12
m	Deut. 7:2, 3;
V	46013016
c	s
i	c46013016.13
m	[1 Cor. 3:16, 17; 6:19]; Eph. 2:21; [Heb. 3:6] 6 NU we
V	46013016
c	t
i	c46013016.14
m	Ex. 29:45;
V	46013018
c	v
i	c46013018.15
m	2 Sam. 7:14;
