C	Chapter 5
V	52005001
c	a
i	c52005001.1
m	1 Tim. 4:1;
V	52005004
c	b
i	c52005004.2
m	2 Pet. 2:10
V	52005005
c	c
i	c52005005.3
m	Titus 1:16
V	52005006
c	f
i	c52005006.4
m	Matt. 23:14;
V	52005007
c	g
i	c52005007.5
m	1 Tim. 2:4
V	52005008
c	h
i	c52005008.6
m	Ex. 7:11, 12, 22;
V	52005009
c	k
i	c52005009.7
m	Ex. 7:11, 12;
V	52005011
c	m
i	c52005011.8
m	Acts 13:44-52
V	52005012
c	q
i	c52005012.9
m	[Ps. 34:19]
V	52005013
c	r
i	c52005013.10
m	2 Thess. 2:11
V	52005014
c	s
i	c52005014.11
m	2 Tim. 1:13;
V	52005015
c	t
i	c52005015.12
m	Ps. 119:97-104;
V	52005016
c	u
i	c52005016.13
m	[2 Pet. 1:20]
V	52005017
c	w
i	c52005017.14
m	1 Tim. 6:11
