C	Chapter 23
V	02023001
c	a
i	c02023001.1
m	Ex. 20:16; Lev. 19:11; Deut. 5:20; Ps. 101:5; [Prov. 10:18] b Deut. 19:16-21; Ps. 35:11; [Prov. 19:5]; Acts
V	02023002
c	c
i	c02023002.2
m	Gen. 7:1 d Lev.
V	02023003
c	e
i	c02023003.3
m	Ex. 23:6; Lev. 19:15; Deut. 1:17;
V	02023004
c	f
i	c02023004.4
m	[Rom. 12:20]
V	02023005
c	g
i	c02023005.5
m	Deut. 22:4
V	02023006
c	h
i	c02023006.6
m	Eccl. 5:8
V	02023007
c	i
i	c02023007.7
m	Ex. 20:16; Ps. 119:29; Eph. 4:25
V	02023007
c	j
i	c02023007.8
m	Matt. 27:4 k Ex. 34:7; Deut. 25:1; Rom. 1:18
V	02023008
c	l
i	c02023008.9
m	Deut. 10:17; 16:19; Prov. 15:27; 17:8, 23; Is.
V	02023009
c	m
i	c02023009.10
m	Ex. 22:21; Lev. 19:33; Deut. 24:17;
V	02023010
c	n
i	c02023010.11
m	Lev. 25:1-7
V	02023012
c	o
i	c02023012.12
m	Luke 13:14
V	02023013
c	p
i	c02023013.13
m	Deut. 4:9, 23; 1 Tim. 4:16 q Josh. 23:7; Ps. 16:4; Hos.
V	02023014
c	r
i	c02023014.14
m	Ex. 23:17; 34:22-24; Deut.
V	02023015
c	s
i	c02023015.15
m	Ex. 12:14-20; Lev. 23:6-8; Num. 28:16-25 t Ex.
V	02023016
c	u
i	c02023016.16
m	Ex. 34:22; Lev. 23:10; Num. 28:26
V	02023016
c	v
i	c02023016.17
m	Deut. 16:13
V	02023017
c	w
i	c02023017.18
m	Ex. 23:14; 34:23; Deut. 16:16
V	02023020
c	b
i	c02023020.19
m	Ex. 3:2; 13:15; 14:19; Josh. 5:14
V	02023021
c	c
i	c02023021.20
m	Num. 14:11; Deut. 9:7; Ps. 78:40, 56 d Deut. 18:19; 1 John 5:16
V	02023021
c	e
i	c02023021.21
m	Is. 9:6; Jer. 23:6
V	02023022
c	f
i	c02023022.22
m	Gen. 12:3; Num. 24:9; Deut. 30:7; Jer. 30:20
V	02023023
c	g
i	c02023023.23
m	Ex. 23:20
V	02023023
c	h
i	c02023023.24
m	Josh. 24:8,
V	02023024
c	i
i	c02023024.25
m	Ex. 20:5; 23:13,
V	02023024
c	v
i	c02023024.26
m	Josh. 21:44
V	02023025
c	l
i	c02023025.27
m	Deut. 6:13; [Matt. 4:10]
V	02023025
c	m
i	c02023025.28
m	Deut. 28:5 n Ex. 15:26; Deut. 7:15
V	02023026
c	o
i	c02023026.29
m	Deut. 7:14; 28:4; Mal. 3:11 p 1 Chr. 23:1
V	02023027
c	q
i	c02023027.30
m	Gen. 35:5; Ex. 15:16; Deut. 2:25; Josh. 2:9 r Deut.
V	02023028
c	s
i	c02023028.31
m	Deut. 7:20; Josh. 24:12
V	02023029
c	t
i	c02023029.32
m	Deut. 7:22
V	02023031
c	k
i	c02023031.33
m	Ex. 34:13; Num. 33:52; Deut. 7:5; 12:3; 2 Kin.
V	02023031
c	u
i	c02023031.34
m	Gen. 15:18; Deut. 1:7, 8; 11:24; 1 Kin. 4:21,
V	02023032
c	w
i	c02023032.35
m	Ex. 34:12, 15; Deut. 7:2 8 treaty
V	02023033
c	j
i	c02023033.36
m	Deut. 12:30,
V	02023033
c	x
i	c02023033.37
m	Ex. 34:12; Deut. 12:30; Josh. 23:13; Judg. 2:3;
