C	Chapter 39
V	02039001
c	a
i	c02039001.1
m	Ex. 25:4; 35:23
V	02039001
c	b
i	c02039001.2
m	Ex. 31:10; 35:19
V	02039001
c	c
i	c02039001.3
m	Ex. 28:4
V	02039002
c	d
i	c02039002.4
m	Ex. 28:6-14
V	02039002
c	e
i	c02039002.5
m	Lev. 8:7
V	02039006
c	f
i	c02039006.6
m	Ex. 28:9-11
V	02039007
c	g
i	c02039007.7
m	Ex. 28:12, 29; Josh. 4:7
V	02039008
c	h
i	c02039008.8
m	Ex. 28:15-30
V	02039010
c	i
i	c02039010.9
m	Ex. 28:17
V	02039014
c	j
i	c02039014.10
m	Rev. 21:12
V	02039022
c	k
i	c02039022.11
m	Ex. 28:31-35
V	02039025
c	m
i	c02039025.12
m	Ex. 28:33
V	02039027
c	n
i	c02039027.13
m	Ex. 28:39,
V	02039028
c	o
i	c02039028.14
m	Ex. 28:4, 39; Lev. 8:9; Ezek. 44:18 p Ex. 28:42; Lev. 6:10
V	02039029
c	q
i	c02039029.15
m	Ex. 28:39
V	02039030
c	r
i	c02039030.16
m	Ex. 28:36,
V	02039030
c	s
i	c02039030.17
m	Zech. 14:20
V	02039032
c	t
i	c02039032.18
m	Ex. 40:17 u Ex.
V	02039036
c	v
i	c02039036.19
m	Ex. 25:23-30
V	02039042
c	w
i	c02039042.20
m	Ex. 35:10
V	02039043
c	x
i	c02039043.21
m	Lev. 9:22, 23; Num. 6:23-26; Josh. 22:6;
