C	Chapter 40
V	02040001
c	a
i	c02040001.1
m	Ex. 25:1–31:18
V	02040002
c	b
i	c02040002.2
m	Ex. 12:2; 13:4
V	02040002
c	c
i	c02040002.3
m	Ex. 26:1, 30; 40:17
V	02040003
c	d
i	c02040003.4
m	Ex. 26:33; 40:21; Lev. 16:2; Num. 4:5 1 screen
V	02040004
c	e
i	c02040004.5
m	Ex. 26:35; 40:22
V	02040004
c	f
i	c02040004.6
m	Ex. 25:30; 40:23
V	02040004
c	g
i	c02040004.7
m	Ex. 40:24,
V	02040005
c	h
i	c02040005.8
m	Ex. 40:26
V	02040007
c	j
i	c02040007.9
m	Ex. 30:18; 40:30
V	02040009
c	k
i	c02040009.10
m	Ex. 30:26; Lev.
V	02040010
c	l
i	c02040010.11
m	Ex. 30:26-30
V	02040010
c	m
i	c02040010.12
m	Ex. 29:36,
V	02040012
c	n
i	c02040012.13
m	Ex. 29:4-9; Lev. 8:1-13
V	02040013
c	o
i	c02040013.14
m	Ex. 29:5; 39:1,
V	02040015
c	q
i	c02040015.15
m	Ex. 29:9; Num.
V	02040017
c	r
i	c02040017.16
m	Ex. 40:2; Num.
V	02040020
c	s
i	c02040020.17
m	Ex. 25:16; Deut. 10:5; 1 Kin. 8:9; 2 Chr. 5:10; Heb. 9:4
V	02040021
c	t
i	c02040021.18
m	Ex. 26:33
V	02040022
c	u
i	c02040022.19
m	Ex. 26:35
V	02040023
c	v
i	c02040023.20
m	Ex. 40:4; Lev.
V	02040024
c	w
i	c02040024.21
m	Ex. 26:35
V	02040025
c	x
i	c02040025.22
m	Ex. 25:37; 30:7, 8; 40:4; Lev.
V	02040026
c	y
i	c02040026.23
m	Ex. 30:1,
V	02040027
c	z
i	c02040027.24
m	Ex. 30:7
V	02040028
c	a
i	c02040028.25
m	Ex. 26:36; 40:5
V	02040029
c	b
i	c02040029.26
m	Ex. 40:6 c Ex.
V	02040030
c	d
i	c02040030.27
m	Ex. 30:18; 40:7
V	02040031
c	e
i	c02040031.28
m	Ex. 30:19, 20; John 13:8
V	02040032
c	f
i	c02040032.29
m	Ex. 30:19
V	02040033
c	g
i	c02040033.30
m	Ex. 27:9-18; 40:8 h [Heb. 3:2-5]
V	02040034
c	i
i	c02040034.31
m	Ex. 29:43; Lev. 16:2; Num. 9:15; 2 Chr. 5:13; Is. 6:4 j 1 Kin. 8:10,
V	02040034
c	k
i	c02040034.32
m	Lev. 9:6, 23 awe-inspiring wonder. The words of John 1:1–18 are appropri-
V	02040035
c	l
i	c02040035.33
m	[Lev. 16:2]; 1 Kin. 8:11; 2 Chr.
V	02040036
c	m
i	c02040036.34
m	Ex. 13:21, 22; Num. 9:17; Neh.
V	02040037
c	n
i	c02040037.35
m	Num. 9:19-22
V	02040041
c	p
i	c02040041.36
m	[Ex. 28:41]; Lev. 8:12
