C	Chapter 8
V	02008001
c	a
i	c02008001.1
m	Ex. 3:12, 18;
V	02008002
c	b
i	c02008002.2
m	Ex. 7:14; 9:2
V	02008002
c	c
i	c02008002.3
m	Rev. 16:13
V	02008003
c	d
i	c02008003.4
m	Ps. 105:30
V	02008005
c	e
i	c02008005.5
m	Ex. 7:19
V	02008006
c	f
i	c02008006.6
m	Ps. 78:45;
V	02008007
c	g
i	c02008007.7
m	Ex. 7:11, 22 a red color, as in Joel 2:31. An appropriate miracle of natural great event in a song (see Ps. 78:44; 105:29, 30).
V	02008008
c	h
i	c02008008.8
m	Ex. 8:28; 9:28; 10:17; Num. 21:7; 1 Kin. 13:6
V	02008008
c	i
i	c02008008.9
m	Ex. 10:8,
V	02008010
c	j
i	c02008010.10
m	Ex. 9:14; 15:11; Deut. 4:35, 39; 33:26;
V	02008012
c	k
i	c02008012.11
m	Ex. 8:30; [James 5:16-18]
V	02008015
c	l
i	c02008015.12
m	Eccl. 8:11
V	02008015
c	m
i	c02008015.13
m	Ex. 7:14, 22; 9:34;
V	02008017
c	n
i	c02008017.14
m	Ps. 105:31
V	02008018
c	o
i	c02008018.15
m	Ex. 7:11, 12; 8:7 p Dan. 5:8; 2 Tim. 3:8,
V	02008019
c	q
i	c02008019.16
m	Ex. 7:5; 10:7;
V	02008019
c	r
i	c02008019.17
m	Ex. 8:15 5 An act
V	02008020
c	s
i	c02008020.18
m	Ex. 7:15; 9:13
V	02008020
c	t
i	c02008020.19
m	Ex. 3:18; 4:23; 5:1,
V	02008022
c	u
i	c02008022.20
m	Ex. 9:4, 6, 12:13 v Gen. 50:8
V	02008022
c	w
i	c02008022.21
m	Ex. 7:5, 17; 10:2; 14:4 x Ex. 9:29
V	02008024
c	z
i	c02008024.22
m	Ps. 78:45; Egypt (9:14; 15:11; Is. 40:25). willingness to stoop down to answer that need (see 22:27; Ps.
V	02008026
c	a
i	c02008026.23
m	Gen. 43:32; 46:34; [Deut. 7:25,
V	02008027
c	b
i	c02008027.24
m	Ex. 3:18; 5:3
V	02008027
c	c
i	c02008027.25
m	Ex. 3:12
V	02008028
c	d
i	c02008028.26
m	Ex. 8:8, 15, 29, 32; 9:28; 1 Kin.
V	02008029
c	e
i	c02008029.27
m	Ex. 8:8,
V	02008030
c	f
i	c02008030.28
m	Ex. 8:12
V	02008032
c	g
i	c02008032.29
m	Ex. 4:21; 8:8, 15; Ps. 52:2
