C	Chapter 19
V	02019001
c	a
i	c02019001.1
m	Num. 33:15
V	02019002
c	b
i	c02019002.2
m	Ex. 17:1 c Ex.
V	02019003
c	d
i	c02019003.3
m	Acts 7:38
V	02019003
c	e
i	c02019003.4
m	Ex. 3:4
V	02019004
c	f
i	c02019004.5
m	Deut. 29:2
V	02019004
c	g
i	c02019004.6
m	Deut. 32:11; Is. 63:9; Rev. 12:14
V	02019005
c	h
i	c02019005.7
m	Ex. 15:26; 23:22
V	02019005
c	i
i	c02019005.8
m	Deut. 5:2; Ps. 78:10 j Deut. 4:20; 1 Kin. 8:53; Ps. 135:4; Titus 2:14; 1 Pet. 2:9 k Ex. 9:29; Deut. 10:14; Job 41:11; Ps. 50:12; 1 Cor. 10:26
V	02019006
c	l
i	c02019006.9
m	Deut. 33:2-4; [1 Pet. 2:5, 9; Rev.
V	02019006
c	m
i	c02019006.10
m	Deut. 7:6; 14:21; 26:19; Is. 62:12; [1 Cor. 3:17] 30 2 set 8 o Ex. 4:31; 24:3, 7; Deut. 5:27; 26:17 20:21; 24:15; Deut. 4:11; Ps. 99:7; Matt. 17:5 John 12:29,
V	02019007
c	n
i	c02019007.11
m	Ex. 4:29,
V	02019009
c	p
i	c02019009.12
m	Ex. 19:16;
V	02019010
c	r
i	c02019010.13
m	Lev. 11:44, 45; [Heb. 10:22]
V	02019012
c	s
i	c02019012.14
m	Ex. 34:3; Heb.
V	02019015
c	t
i	c02019015.15
m	[1 Cor. 7:5]
V	02019016
c	u
i	c02019016.16
m	Heb. 12:18,
V	02019016
c	v
i	c02019016.17
m	Heb. 12:21
V	02019017
c	w
i	c02019017.18
m	Deut. 4:10
V	02019018
c	x
i	c02019018.19
m	Deut. 4:11; Judg. 5:5; Ps. 104:32; 144:5 y Ex. 3:2; 24:17; Deut. 5:4; 2 Chr. 7:1-3; Heb. 12:18 z Gen. 15:17; 19:28; Rev. 15:8 a Ps. 68:8; 1 Kin. 19:12; Jer. 4:24; [Heb. 12:26]
V	02019019
c	b
i	c02019019.20
m	Heb. 12:21
V	02019019
c	c
i	c02019019.21
m	Neh. 9:13; Ps.
V	02019021
c	d
i	c02019021.22
m	1 Sam. 6:19
V	02019022
c	e
i	c02019022.23
m	Ex. 19:24; 24:5
V	02019022
c	f
i	c02019022.24
m	Lev. 10:3; 21:6-8 g
V	02019023
c	h
i	c02019023.25
m	Ex. 19:12
