C	Chapter 34
V	02034001
c	a
i	c02034001.1
m	[Ex. 24:12; 19; Deut. 4:13]
V	02034001
c	b
i	c02034001.2
m	Deut. 10:2,
V	02034002
c	c
i	c02034002.3
m	Ex. 19:11,
V	02034003
c	d
i	c02034003.4
m	Ex. 19:12, 13;
V	02034005
c	e
i	c02034005.5
m	Ex. 19:9 f Ex.
V	02034006
c	g
i	c02034006.6
m	Num. 14:18; Deut. 4:31; Neh. 9:17; Joel 2:13
V	02034006
c	h
i	c02034006.7
m	Rom. 2:4 i Ps.
V	02034007
c	j
i	c02034007.8
m	Ex. 20:6
V	02034007
c	k
i	c02034007.9
m	Ps. 103:3, 4; Dan. 9:9; Eph. 4:32; 1 John 1:9 l Josh. 24:19; Job 10:14; Mic. 6:11; Nah. 1:3
V	02034008
c	m
i	c02034008.10
m	Ex. 4:31
V	02034009
c	n
i	c02034009.11
m	Ex. 33:12-16
V	02034009
c	o
i	c02034009.12
m	Ex. 33:3 p Ps.
V	02034010
c	q
i	c02034010.13
m	Ex. 34:27, 28; Deut. 5:2
V	02034010
c	r
i	c02034010.14
m	Deut. 4:32; Ps. 77:14 s Ps. 145:6
V	02034011
c	t
i	c02034011.15
m	Deut. 6:25
V	02034013
c	w
i	c02034013.16
m	Ex. 23:24; Deut. 12:3 x Deut. 16:21; Judg. 6:25, 26; 2 Kin. 18:4; 2 Chr. 34:3,
V	02034014
c	y
i	c02034014.17
m	[Ex. 20:3-5] z [Is. 9:6; 57:15] a [Ex. 20:5; Deut. 4:24] 15 b Judg. 2:17 c Num. 25:1, 2; Deut. 32:37, 38 d 1 Cor. 8:4, 7,
V	02034016
c	e
i	c02034016.18
m	Gen. 28:1; Deut. 7:3; Josh. 23:12, 13; 1 Kin. 11:2; Ezra 9:2; Neh. 13:25 f Num. 25:1, 2; 1 Kin. 11:4
V	02034017
c	g
i	c02034017.19
m	Ex. 20:4, 23; 32:8; Lev. 19:4; Deut. 5:8
V	02034018
c	h
i	c02034018.20
m	Ex. 12:15,
V	02034018
c	i
i	c02034018.21
m	Ex. 12:2; 13:4
V	02034019
c	j
i	c02034019.22
m	Ex. 13:2; 22:29
V	02034020
c	k
i	c02034020.23
m	Ex. 13:13 l Ex. 22:29; 23:15; Deut.
V	02034021
c	m
i	c02034021.24
m	Ex. 20:9; Lev. 23:3; Deut.
V	02034023
c	n
i	c02034023.25
m	Ex. 23:14-17
V	02034024
c	o
i	c02034024.26
m	[Ex. 33:2]; Josh. 11:23; 1 Kin. 4:21; 2 Chr. 36:14- 16; Ps. 78:55
V	02034025
c	p
i	c02034025.27
m	Ex. 12:10
V	02034026
c	q
i	c02034026.28
m	Ex. 23:19; Deut. 26:2
V	02034027
c	r
i	c02034027.29
m	Ex. 17:14; 24:4; Deut. 31:9
V	02034028
c	s
i	c02034028.30
m	Ex. 24:18 t Ex. 34:1, 4; Deut. 4:31;
V	02034029
c	u
i	c02034029.31
m	Ex. 32:15
V	02034029
c	v
i	c02034029.32
m	Matt. 17:2; 2 Cor. 3:7
V	02034032
c	w
i	c02034032.33
m	Ex. 24:3
V	02034033
c	x
i	c02034033.34
m	[2 Cor. 3:13, (2 Cor. 3:7–18).
V	02034034
c	y
i	c02034034.35
m	[2 Cor.
