C	Chapter 64
V	19064001
c	a
i	c19064001.1
m	2 Kin. 3:4; Ezra 7:17 b 2 Kin. 14:7;
V	19064002
c	d
i	c19064002.2
m	Num. 21:13
V	19064005
c	e
i	c19064005.3
m	[Is. 9:6, 7; 32:1; 55:4; Dan. 7:14; Mic. 4:7; Luke 1:33; Rev. 11:15]
V	19064005
c	f
i	c19064005.4
m	Ps. 72:2 g Is. 9:7
V	19064006
c	h
i	c19064006.5
m	Jer. 48:29; Amos 2:1; Obad. 3, 4; Zeph. 2:8,
V	19064007
c	j
i	c19064007.6
m	Jer. 48:20 k 2 Kin. 3:25; Jer.
V	19064008
c	l
i	c19064008.7
m	Is. 24:7 m Is. 16:9 n Jer. 48:32
V	19064009
c	o
i	c19064009.8
m	Is. 15:4
V	19064010
c	p
i	c19064010.9
m	Is. 24:8; Jer.
V	19064011
c	q
i	c19064011.10
m	Is. 15:5; 63:15; Jer. 48:36; Hos. 11:8; Phil. 2:1
V	19064012
c	r
i	c19064012.11
m	Is. 15:2
V	19064014
c	s
i	c19064014.12
m	Job 7:1; 14:6; Is. 21:16
