C	Chapter 29
V	19029001
c	a
i	c19029001.1
m	Prov. 1:1
V	19029002
c	b
i	c19029002.2
m	Ps. 39:5, 6; 62:9; 144:4; Eccl. 12:8 c [Rom. 8:20, 21]
V	19029003
c	d
i	c19029003.3
m	Eccl. 2:22; 3:9
V	19029004
c	e
i	c19029004.4
m	Ps. 104:5; 119:90
V	19029005
c	f
i	c19029005.5
m	Ps. 19:4-6 3 Is
V	19029006
c	g
i	c19029006.6
m	Eccl. 11:5; John 3:8
V	19029007
c	h
i	c19029007.7
m	[Ps. 104:8, 9; Jer. 5:22]
V	19029008
c	i
i	c19029008.8
m	Prov. 27:20; Eccl. 4:8
V	19029009
c	j
i	c19029009.9
m	Eccl. 3:15 describing insatiable appetite (4:8; 5:10; compare Prov. 27:20)
V	19029011
c	k
i	c19029011.10
m	Eccl. 2:16
V	19029013
c	l
i	c19029013.11
m	[Eccl. 7:25; 8:16, 17] m Gen. 3:19; Eccl. 3:10
V	19029015
c	n
i	c19029015.12
m	Eccl. 7:13
V	19029016
c	o
i	c19029016.13
m	1 Kin. 3:12, 13; Eccl. 2:9
V	19029017
c	p
i	c19029017.14
m	Eccl. 2:3, 12; 7:23, 25; [1 Thess.
V	19029018
c	q
i	c19029018.15
m	Eccl. 12:12
