C	Chapter 99
V	19099002
c	b
i	c19099002.1
m	Rom. 4:1-3; Heb. 11:11 c Gen. 12:1 d Gen. 24:35; Deut. 1:10; Ezek.
V	19099003
c	e
i	c19099003.2
m	Is. 40:1; 52:9; Ps. 102:13 f Gen. 13:10; Joel 2:3
V	19099004
c	g
i	c19099004.3
m	Is. 2:3
V	19099004
c	h
i	c19099004.4
m	Is. 42:6
V	19099005
c	i
i	c19099005.5
m	Is. 46:13 j Ps. 67:4 k Is. 60:9 l [Rom. 1:16]
V	19099006
c	m
i	c19099006.6
m	Is. 40:26 n Ps. 102:25, 26; Is. 13:13; 34:4; Matt. 24:35; Heb. 1:10- 12; 2 Pet. 3:10 o Is. Heb. 1:10-12 p Is.
V	19099007
c	q
i	c19099007.7
m	Ps. 37:31; Jer. 31:33; [Heb. 10:16]
V	19099007
c	r
i	c19099007.8
m	Is. 25:8; 54:4; [Matt. 5:11, 12; 10:28; Acts 5:41]
V	19099008
c	s
i	c19099008.9
m	Is. 50:9
V	19099009
c	t
i	c19099009.10
m	Ps. 44:23 u Ps. 93:1 v Ps. 44:1
V	19099009
c	w
i	c19099009.11
m	Job 26:12; Ps. 89:10; Is. 30:7 x Ps. 87:4 y Ps. 74:13; Is. 27:1
V	19099010
c	z
i	c19099010.12
m	Ex. 14:21; Is.
V	19099011
c	a
i	c19099011.13
m	Is. 35:10; Jer.
V	19099012
c	c
i	c19099012.14
m	Ps. 118:6; Is. 2:22 d Is. 40:6, 7; James 1:10; 1 Pet.
V	19099013
c	e
i	c19099013.15
m	Deut. 6:12; 8:11; Is. 17:10; Jer. 2:32 f Ps. 104:2
V	19099013
c	g
i	c19099013.16
m	Job 20:7
V	19099014
c	h
i	c19099014.17
m	Zech. 9:11
V	19099015
c	i
i	c19099015.18
m	Job 26:12
V	19099016
c	j
i	c19099016.19
m	Deut. 18:18; Is. 59:21; John 3:34 k Ex. 33:22; Is. 49:2 l Is. 65:17
V	19099017
c	m
i	c19099017.20
m	Is. 52:1 n Job 21:20; Is. 29:9; Jer. 25:15; Rev. 14:10;
V	19099019
c	o
i	c19099019.21
m	Is. 47:9
V	19099019
c	p
i	c19099019.22
m	Amos 7:2
V	19099020
c	q
i	c19099020.23
m	Lam. 2:11
V	19099021
c	r
i	c19099021.24
m	Lam. 3:15
V	19099022
c	s
i	c19099022.25
m	Is. 3:12, 13; 49:25; Jer. 50:34
V	19099023
c	t
i	c19099023.26
m	Is. 14:2; Jer. 25:17, 26-28; Zech.
