C	Chapter 79
V	19079001
c	a
i	c19079001.1
m	Is. 30:1,
V	19079001
c	b
i	c19079001.2
m	Deut. 17:16; Ps. 20:7; Is. 2:7; 30:16
V	19079001
c	c
i	c19079001.3
m	Is. 9:13; Dan. 9:13; Amos 5:4-8
V	19079002
c	d
i	c19079002.4
m	Num. 23:19; Jer. 44:29 1 retract
V	19079003
c	e
i	c19079003.5
m	Is. 20:6
V	19079004
c	f
i	c19079004.6
m	Num. 24:9; Hos. 11:10; Amos 3:8
V	19079005
c	g
i	c19079005.7
m	Deut. 32:11; Ps. 91:4
V	19079006
c	h
i	c19079006.8
m	Hos. 9:9
V	19079007
c	i
i	c19079007.9
m	Is. 2:20; 30:22 j 1 Kin. 12:30
V	19079008
c	k
i	c19079008.10
m	2 Kin. 19:35,
V	19079008
c	l
i	c19079008.11
m	Is. 37:36
V	19079009
c	m
i	c19079009.12
m	Is. 37:37
