C	Chapter 129
V	19129001
c	a
i	c19129001.1
m	Ps. 99:6; Ezek. 14:14 b Ex.32:11- 14; Num. 14:13-20; Ps. 99:6 c
V	19129002
c	d
i	c19129002.2
m	Jer. 43:11; Ezek. 5:2, 12; Zech. 11:9; [Rev. 13:10] e Jer.
V	19129003
c	g
i	c19129003.3
m	Jer. 7:33
V	19129004
c	h
i	c19129004.4
m	Deut. 28:25 i 2 Kin. 24:3,
V	19129006
c	j
i	c19129006.5
m	Jer. 2:13 k Is. 1:4; Jer. 7:24 l Jer. 20:16; Zech. 8:14
V	19129007
c	m
i	c19129007.6
m	Jer. 18:21; Hos. 9:12-16 n Is. 9:13; Jer. 5:3; Amos
V	19129008
c	o
i	c19129008.7
m	Is. 29:5
V	19129009
c	p
i	c19129009.8
m	1 Sam. 2:5; Is. 47:9 q Jer. 6:4; Amos 8:9
V	19129010
c	r
i	c19129010.9
m	Job 3:1; Jer.
V	19129011
c	s
i	c19129011.10
m	Jer. 40:4,
V	19129013
c	t
i	c19129013.11
m	Ps. 44:12; Is. 52:3
V	19129014
c	u
i	c19129014.12
m	Deut. 28:36, 64; Jer. 16:13
V	19129014
c	v
i	c19129014.13
m	Deut. 32:22; Ps. 21:9; Jer. 17:4 4 So
V	19129015
c	w
i	c19129015.14
m	Jer. 12:3
V	19129015
c	x
i	c19129015.15
m	Jer. 20:12 y Ps. 69:7-9; Jer. 20:8
V	19129016
c	z
i	c19129016.16
m	Ezek. 3:1, 3; Rev. 10:9 Deut. 26:8). I am weary of relenting: Relenting refers to Gods
V	19129016
c	a
i	c19129016.17
m	[Job 23:12; Ps.
V	19129017
c	b
i	c19129017.18
m	Ps. 26:4,
V	19129018
c	c
i	c19129018.19
m	Job 34:6; Jer. 10:19; 30:15; Mic. 1:9 d Job 6:15
V	19129019
c	e
i	c19129019.20
m	Jer. 4:1; Zech. 3:7 f 1 Kin. 17:1; Jer. 15:1 g Jer. 6:29; Ezek. 22:26; 44:23
V	19129020
c	h
i	c19129020.21
m	Jer. 1:18; 6:27; Ezek. 3:9 i Ps. 46:7; Is. 41:10; Jer. 1:8,
