C	Chapter 24
V	19024001
c	a
i	c19024001.1
m	Luke 12:19-21; James 4:13-16
V	19024002
c	b
i	c19024002.2
m	Prov. 25:27; 2 Cor. 10:12, 18;
V	19024004
c	c
i	c19024004.3
m	Prov. 6:34; 1 John 3:12
V	19024005
c	d
i	c19024005.4
m	[Prov. 28:23]; Gal. 2:14
V	19024006
c	e
i	c19024006.5
m	Matt. 26:49
V	19024010
c	f
i	c19024010.6
m	Prov. 17:17;
V	19024011
c	g
i	c19024011.7
m	Prov. 10:1;
V	19024012
c	h
i	c19024012.8
m	Prov. 22:3
V	19024015
c	i
i	c19024015.9
m	Prov. 19:13
V	19024020
c	k
i	c19024020.10
m	Prov. 30:15, 16; Hab. 2:5 l Eccl.
V	19024021
c	m
i	c19024021.11
m	Prov. 17:3
V	19024022
c	n
i	c19024022.12
m	Prov. 23:35; 26:11; Jer. 5:3
V	19024023
c	o
i	c19024023.13
m	Prov. 24:27
V	19024025
c	p
i	c19024025.14
m	Ps. 104:14
