C	Chapter 1
V	54001001
c	a
i	c54001001.1
m	[Rom. 13:1];
V	54001001
c	a
i	c54001001.2
m	Eph. 3:1
V	54001002
c	b
i	c54001002.3
m	Col. 4:17 1 NU
V	54001003
c	c
i	c54001003.4
m	1 Cor. 6:11;
V	54001004
c	d
i	c54001004.5
m	Titus 2:11
V	54001004
c	c
i	c54001004.6
m	Eph. 1:16;
V	54001005
c	f
i	c54001005.7
m	[Rom. 3:20];
V	54001005
c	d
i	c54001005.8
m	Eph. 1:15; Col.
V	54001006
c	h
i	c54001006.9
m	Ezek. 36:26
V	54001006
c	e
i	c54001006.10
m	Phil. 1:9; [Col.
V	54001007
c	i
i	c54001007.11
m	[Matt. 25:34];
V	54001008
c	j
i	c54001008.12
m	1 Tim. 1:15
V	54001009
c	k
i	c54001009.13
m	1 Tim. 1:4;
V	54001010
c	l
i	c54001010.14
m	Matt. 18:17
V	54001010
c	g
i	c54001010.15
m	Col. 4:9
V	54001012
c	m
i	c54001012.16
m	Acts 20:4;
V	54001013
c	n
i	c54001013.17
m	Acts 18:24;
V	54001014
c	h
i	c54001014.18
m	2 Cor. 9:7;
V	54001016
c	i
i	c54001016.19
m	Eph. 6:5; Col.
V	54001019
c	j
i	c54001019.20
m	1 Cor. 16:21;
V	54001021
c	k
i	c54001021.21
m	2 Cor. 7:16
V	54001022
c	l
i	c54001022.22
m	Phil. 1:25; 2:24
V	54001023
c	n
i	c54001023.23
m	Col. 1:7; 4:12
V	54001024
c	o
i	c54001024.24
m	Acts 12:12, 25;
V	54001025
c	s
i	c54001025.25
m	2 Tim. 4:22
