C	Chapter 7
V	46007001
c	a
i	c46007001.1
m	1 Cor. 12:31;
V	46007002
c	c
i	c46007002.2
m	Acts 2:4; 10:46
V	46007003
c	d
i	c46007003.3
m	Rom. 14:19;
V	46007006
c	f
i	c46007006.4
m	1 Cor. 14:26;
V	46007013
c	g
i	c46007013.5
m	1 Cor. 12:10
V	46007015
c	h
i	c46007015.6
m	Eph. 5:19; Col.
V	46007016
c	j
i	c46007016.7
m	Deut. 27:15-
V	46007020
c	k
i	c46007020.8
m	Ps. 131:2;
V	46007021
c	m
i	c46007021.9
m	John 10:34;
V	46007022
c	o
i	c46007022.10
m	Mark 16:17
V	46007023
c	p
i	c46007023.11
m	Acts 2:13
V	46007025
c	q
i	c46007025.12
m	Is. 45:14; Dan.
V	46007026
c	r
i	c46007026.13
m	1 Cor. 12:8-
V	46007026
c	s
i	c46007026.14
m	1 Cor. 12:7;
V	46007029
c	e
i	c46007029.15
m	1 Tim. 4:13;
V	46007029
c	t
i	c46007029.16
m	1 Cor. 12:10
V	46007030
c	u
i	c46007030.17
m	[1 Thess.
V	46007032
c	v
i	c46007032.18
m	1 John 4:1
V	46007033
c	w
i	c46007033.19
m	1 Cor. 11:16
V	46007034
c	x
i	c46007034.20
m	1 Tim. 2:11;
V	46007037
c	z
i	c46007037.21
m	2 Cor. 10:7;
V	46007039
c	a
i	c46007039.22
m	1 Cor. 12:31;
V	46007040
c	b
i	c46007040.23
m	1 Cor. 14:33
