C	Chapter 14
V	46014001
c	a
i	c46014001.1
m	[1 John 3:3]
V	46014002
c	b
i	c46014002.2
m	Acts 20:33
V	46014003
c	c
i	c46014003.3
m	2 Cor. 6:11,
V	46014004
c	d
i	c46014004.4
m	2 Cor. 3:12 e 1 Cor. 1:4
V	46014004
c	f
i	c46014004.5
m	Phil. 2:17; Col. 1:24
V	46014005
c	g
i	c46014005.6
m	Rom. 15:26;
V	46014006
c	j
i	c46014006.7
m	Is. 49:13; 2 Cor.
V	46014008
c	l
i	c46014008.8
m	2 Cor. 2:2
V	46014010
c	n
i	c46014010.9
m	2 Sam. 12:13;
V	46014010
c	o
i	c46014010.10
m	Prov. 17:22
V	46014011
c	p
i	c46014011.11
m	Eph. 5:11
V	46014012
c	r
i	c46014012.12
m	2 Cor. 2:4
V	46014013
c	s
i	c46014013.13
m	Rom. 15:32
V	46014015
c	t
i	c46014015.14
m	2 Cor. 2:9;
V	46014016
c	u
i	c46014016.15
m	2 Cor. 2:3;
