C	Chapter 22
V	04022002
c	b
i	c04022002.1
m	Josh. 24:9; Judg. 11:25; Mic. 6:5; Rev. 2:14
V	04022003
c	c
i	c04022003.2
m	Ex. 15:15
V	04022004
c	d
i	c04022004.3
m	Num. 25:15-18; 31:1-3; Josh. 13:21
V	04022005
c	e
i	c04022005.4
m	Num. 31:8, 16; Deut. 23:4; Josh. 13:22; 24:9; Neh. 13:1, 2; Mic. 6:5; 2 Pet. 2:15; Jude 11; Rev. 2:14
V	04022005
c	f
i	c04022005.5
m	Deut. 23:4 2 The
V	04022006
c	g
i	c04022006.6
m	Num. 22:17; 23:7, 8 h Num.
V	04022007
c	i
i	c04022007.7
m	1 Sam. 9:7,
V	04022008
c	j
i	c04022008.8
m	Num. 22:19
V	04022009
c	k
i	c04022009.9
m	Gen. 20:3
V	04022012
c	l
i	c04022012.10
m	Num. 23:20; [Rom. 11:28]
V	04022017
c	m
i	c04022017.11
m	Num. 24:11
V	04022017
c	n
i	c04022017.12
m	Num. 22:6
V	04022018
c	p
i	c04022018.13
m	1 Kin. 22:14; 2 Chr. 18:13
V	04022019
c	q
i	c04022019.14
m	Num. 22:8
V	04022020
c	r
i	c04022020.15
m	Num. 22:9
V	04022020
c	s
i	c04022020.16
m	Num. 22:35; 23:5,
V	04022022
c	t
i	c04022022.17
m	Ex. 4:24
V	04022023
c	u
i	c04022023.18
m	Josh. 5:13; 2 Kin. 6:17; Dan. 10:7; Acts 22:9
V	04022028
c	v
i	c04022028.19
m	2 Pet. 2:16
V	04022029
c	w
i	c04022029.20
m	[Prov. 12:10; Matt. 15:19]
V	04022030
c	x
i	c04022030.21
m	2 Pet. 2:16
V	04022031
c	y
i	c04022031.22
m	Gen. 21:19; 2 Kin. 6:17; Luke
V	04022032
c	z
i	c04022032.23
m	[2 Pet.
V	04022034
c	a
i	c04022034.24
m	1 Sam. 15:24, 30; 26:21;
V	04022035
c	b
i	c04022035.25
m	Num. 22:20
V	04022036
c	c
i	c04022036.26
m	Gen. 14:17
V	04022036
c	d
i	c04022036.27
m	Num. 21:13
V	04022037
c	e
i	c04022037.28
m	Num. 22:17;
V	04022038
c	f
i	c04022038.29
m	Num. 23:26; 24:13; 1 Kin. 22:14; 2 Chr. 18:13 Lord refers to the presence of God (see Gen. 22:11, 15). God
V	04022041
c	g
i	c04022041.30
m	Num. 21:28; Deut. 12:2 1 the
