C	Chapter 7
V	41007001
c	a
i	c41007001.1
m	1 Tim. 4:1; 2 Pet. 3:3; 1 John 2:18; Jude 17,
V	41007004
c	b
i	c41007004.2
m	2 Pet. 2:10
V	41007005
c	c
i	c41007005.3
m	Titus 1:16 d 1 Tim. 5:8 e Matt. 23:3; 2 Thess. 3:6; 1 Tim. 6:5
V	41007006
c	f
i	c41007006.4
m	Matt. 23:14; Titus 1:11
V	41007007
c	g
i	c41007007.5
m	1 Tim. 2:4
V	41007008
c	h
i	c41007008.6
m	Ex. 7:11, 12, 22; 8:7; 9:11 i 1 Tim. 6:5 j Rom. 1:28
V	41007009
c	k
i	c41007009.7
m	Ex. 7:11, 12; 8:18; 9:11 10 l Phil. 2:20, 22; 1 Tim. 4:6 n Acts 14:1-6, 19 o Acts 14:8-20 p Ps. 34:19
V	41007012
c	q
i	c41007012.8
m	[Ps. 34:19]
V	41007013
c	r
i	c41007013.9
m	2 Thess. 2:11
V	41007014
c	s
i	c41007014.10
m	2 Tim. 1:13; Titus 1:9
V	41007015
c	t
i	c41007015.11
m	Ps. 119:97-104; John 5:39
V	41007016
c	u
i	c41007016.12
m	[2 Pet. 1:20]
V	41007016
c	v
i	c41007016.13
m	Rom. 4:23; 15:4
V	41007017
c	w
i	c41007017.14
m	1 Tim. 6:11 x 2 Tim. 2:21; Heb.
