C	Chapter 13
V	41013002
c	a
i	c41013002.1
m	Deut. 33:2; Acts 7:53; Gal. 3:19 b Num. 15:30
V	41013003
c	c
i	c41013003.2
m	Heb. 10:28
V	41013003
c	d
i	c41013003.3
m	Matt. 4:17
V	41013003
c	e
i	c41013003.4
m	Mark 16:20; Luke 1:2; 1 John 1:1
V	41013004
c	f
i	c41013004.5
m	Mark 16:20
V	41013004
c	g
i	c41013004.6
m	Acts 2:22, 43; 2 Cor. 12:2 h 1 Cor. 12:4, 7, 11; Eph. 4:7 i Eph. 1:5,
V	41013005
c	j
i	c41013005.7
m	[2 Pet. 3:13]
V	41013006
c	k
i	c41013006.8
m	Job 7:17; Ps.
V	41013008
c	l
i	c41013008.9
m	Matt. 28:18
V	41013008
c	m
i	c41013008.10
m	Ps. 8:6; 1 Cor.
V	41013009
c	n
i	c41013009.11
m	Phil. 2:7-9; Heb. 1:9 o Acts 2:33; 3:13; 1 Pet. 1:21 p Is. 53:12; [John 3:16]
V	41013011
c	s
i	c41013011.12
m	Heb. 10:10
V	41013011
c	t
i	c41013011.13
m	Acts 17:26
V	41013011
c	u
i	c41013011.14
m	Matt. 28:10
V	41013012
c	v
i	c41013012.15
m	Ps. 22:22
V	41013013
c	w
i	c41013013.16
m	2 Sam. 22:3; Is. 8:17 x Is. 8:18
V	41013014
c	z
i	c41013014.17
m	Col. 2:15 a [1 Cor. 15:54-57]; 2 Tim. 1:10
V	41013015
c	b
i	c41013015.18
m	Ps. 68:18; Is. 61:1 #; [Luke
V	41013017
c	c
i	c41013017.19
m	Phil. 2:7; Heb. 2:14 d [Heb. 4:15;
V	41013018
c	e
i	c41013018.20
m	[Heb. 4:15,
