C	Chapter 9
V	41009001
c	a
i	c41009001.1
m	2 Tim. 2:25 b [1 Tim. 3:16]
V	41009002
c	c
i	c41009002.2
m	Num. 23:19
V	41009004
c	d
i	c41009004.3
m	2 Cor. 2:13; 8:23; Gal. 2:3; 2 Tim. 4:10
V	41009005
c	e
i	c41009005.4
m	1 Cor. 11:34
V	41009007
c	g
i	c41009007.5
m	Lev. 10:9
V	41009010
c	h
i	c41009010.6
m	James 1:26
V	41009011
c	i
i	c41009011.7
m	1 Tim. 6:5
V	41009012
c	j
i	c41009012.8
m	Acts 17:28
V	41009013
c	k
i	c41009013.9
m	2 Cor. 13:10; 2 Tim. 4:2
V	41009014
c	l
i	c41009014.10
m	Is. 29:13
V	41009015
c	m
i	c41009015.11
m	Luke 11:41; Rom. 14:14, 20; 1 Cor. 6:12
