C	Chapter 6
V	41006001
c	a
i	c41006001.1
m	1 Tim. 1:2
V	41006001
c	b
i	c41006001.2
m	Eph. 6:10
V	41006003
c	c
i	c41006003.3
m	2 Tim. 4:5 d 1 Cor. 9:7;1 Tim.
V	41006004
c	e
i	c41006004.4
m	[2 Pet. 2:20]
V	41006005
c	f
i	c41006005.5
m	[1 Cor. 9:25]
V	41006007
c	g
i	c41006007.6
m	Prov. 2:6 2 NU
V	41006008
c	h
i	c41006008.7
m	Rom. 1:3, 4 i 1 Cor. 15:4 j Rom.
V	41006009
c	k
i	c41006009.8
m	Acts 9:16 l Eph. 3:1 m Acts 28:31; [2 Tim. 4:17] 3:13 o 2 Cor. 1:6;1 Thess. 5:9
V	41006011
c	p
i	c41006011.9
m	Rom. 6:5, 8; 1 Thess. 5:10
V	41006012
c	q
i	c41006012.10
m	[Matt. 19:28]; Luke 22:29; [Rom. 5:17; 8:17]
V	41006013
c	s
i	c41006013.11
m	Num. 23:19; Titus 1:2
V	41006014
c	t
i	c41006014.12
m	1 Tim. 5:21; 6:4; 2 Tim. 2:23;Titus 3:9
V	41006015
c	u
i	c41006015.13
m	1 Tim. 4:13; 2 Pet. 1:10
V	41006017
c	v
i	c41006017.14
m	1 Tim. 1:20
V	41006018
c	w
i	c41006018.15
m	1 Cor. 15:12
V	41006019
c	y
i	c41006019.16
m	Num. 16:5; [Nah. 1:7]; John
V	41006020
c	z
i	c41006020.17
m	Rom. 9:21
V	41006021
c	a
i	c41006021.18
m	2 Cor. 9:8; [Eph. 2:10];2 Tim.
V	41006022
c	b
i	c41006022.19
m	1 Tim. 6:11
V	41006024
c	c
i	c41006024.20
m	Titus 3:2
V	41006024
c	d
i	c41006024.21
m	Titus 1:9 e 1 Tim. 3:3;Titus 1:7
V	41006025
c	f
i	c41006025.22
m	Gal. 6:1; Titus 3:2;1 Pet. 3:15 g Acts 8:22 h 1 Tim. 2:4
V	41006026
c	i
i	c41006026.23
m	1 Tim. 3:7
