C	Chapter 12
V	41012001
c	a
i	c41012001.1
m	Num. 12:6, 8; Joel 2:28
V	41012004
c	g
i	c41012004.2
m	Is. 9:6, 7; Luke 1:32, 33; [Phil.
V	41012005
c	h
i	c41012005.3
m	Ps. 2:7; Acts 13:33; Heb. 5:5 i
V	41012006
c	j
i	c41012006.4
m	Ps. 89:27; [Rom. 8:29] k Deut. Ps. 97:7; 1 Pet. 3:22; Rev. 5:11-13
V	41012007
c	l
i	c41012007.5
m	Ps. 104:4
V	41012008
c	m
i	c41012008.6
m	Ps. 45:6, 7 #
V	41012009
c	n
i	c41012009.7
m	Is. 61:1, 3 #
V	41012010
c	o
i	c41012010.8
m	Ps. 102:25-27
V	41012011
c	p
i	c41012011.9
m	[Is. 34:4] q Is. 50:9; 51:6; Heb.
V	41012012
c	r
i	c41012012.10
m	Heb. 13:8
V	41012013
c	s
i	c41012013.11
m	Ps. 110:1; Matt. 22:44; Heb. 1:3 God (see Job 1:6). In contrast, Christ is uniquely and eternally
V	41012014
c	t
i	c41012014.12
m	Ps. 103:20; Dan. 7:10 u Rom.
