C	Chapter 3
V	44003001
c	a
i	c44003001.1
m	Acts 2:46 b Ps.
V	44003002
c	c
i	c44003002.2
m	Acts 14:8
V	44003006
c	e
i	c44003006.3
m	Acts 4:10
V	44003006
c	b
i	c44003006.4
m	Luke 3:2; John
V	44003007
c	c
i	c44003007.5
m	Ex. 2:14; Matt.
V	44003008
c	f
i	c44003008.6
m	Is. 35:6
V	44003008
c	d
i	c44003008.7
m	Luke 12:11,
V	44003008
c	x
i	c44003008.8
m	[Luke 1:35]
V	44003009
c	g
i	c44003009.9
m	Acts 4:16,
V	44003010
c	h
i	c44003010.10
m	John 9:8;
V	44003010
c	e
i	c44003010.11
m	Acts 2:22; 3:6,
V	44003011
c	i
i	c44003011.12
m	John 10:23;
V	44003011
c	g
i	c44003011.13
m	Ps. 118:22;
V	44003012
c	h
i	c44003012.14
m	Is. 42:1, 6, 7;
V	44003013
c	j
i	c44003013.15
m	John 5:30 k Is.
V	44003013
c	i
i	c44003013.16
m	Matt. 11:25;
V	44003014
c	n
i	c44003014.17
m	Ps. 16:10;
V	44003014
c	j
i	c44003014.18
m	Acts 3:11
V	44003015
c	q
i	c44003015.19
m	Acts 2:24
V	44003016
c	s
i	c44003016.20
m	Matt. 9:22;
V	44003016
c	f
i	c44003016.21
m	Acts 2:24
V	44003016
c	k
i	c44003016.22
m	John 11:47
V	44003017
c	t
i	c44003017.23
m	Luke 23:34;
V	44003018
c	u
i	c44003018.24
m	Luke 24:44;
V	44003018
c	m
i	c44003018.25
m	Acts 5:28,
V	44003019
c	w
i	c44003019.26
m	[Acts 2:38;
V	44003019
c	n
i	c44003019.27
m	Acts 5:29
V	44003020
c	o
i	c44003020.28
m	Acts 1:8;
V	44003021
c	x
i	c44003021.29
m	Acts 1:11
V	44003021
c	q
i	c44003021.30
m	Matt. 21:26;
V	44003022
c	a
i	c44003022.31
m	Deut. 18:15,
V	44003023
c	t
i	c44003023.32
m	Acts 2:44-46;
V	44003024
c	b
i	c44003024.33
m	2 Sam. 7:12; Luke 24:25 6 NU, M proclaimed 25 c Acts
V	44003024
c	u
i	c44003024.34
m	Ex. 20:11;
V	44003025
c	v
i	c44003025.35
m	Ps. 2:1, 2 #
V	44003027
c	w
i	c44003027.36
m	Matt. 26:3;
V	44003028
c	z
i	c44003028.37
m	Acts 2:23; 3:18
V	44003029
c	a
i	c44003029.38
m	Acts 4:13, 31;
V	44003030
c	b
i	c44003030.39
m	Acts 2:43;
V	44003031
c	e
i	c44003031.40
m	Matt. 5:6;
V	44003032
c	g
i	c44003032.41
m	Acts 5:12;
V	44003033
c	i
i	c44003033.42
m	[Acts 1:8] j Acts
V	44003034
c	l
i	c44003034.43
m	[Matt. 19:21];
V	44003035
c	m
i	c44003035.44
m	Acts 4:37; 5:2
V	44003037
c	o
i	c44003037.45
m	Acts 4:34, 35;
